critic,audience,criticNum,audienceNum,date,film
9%,19%,164,"User Ratings: 2,263",2020-09-28,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-09-30,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-01,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-02,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-03,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-04,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-05,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-06,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-07,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-08,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-09,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-10,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-11,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-12,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-13,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-14,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-15,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-16,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-17,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-18,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-19,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-20,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-21,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-22,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-23,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-25,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-26,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-27,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-28,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-30,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-10-31,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-01,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-02,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-03,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-04,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-05,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-06,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-07,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-08,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-09,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-10,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-11,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-12,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-13,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-14,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-15,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-16,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-18,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-19,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-20,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-21,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-22,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-23,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-24,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-25,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-26,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-27,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-28,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-29,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-11-30,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-01,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-02,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-03,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-04,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-05,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-06,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-07,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-08,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-09,Artemis Fowl
9%,19%,164,"User Ratings: 2,263",2020-12-10,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-11,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-12,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-13,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-14,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-15,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-16,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-17,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-18,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-19,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-20,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-21,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-22,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-23,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-24,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-25,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-26,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-27,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-28,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-29,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-30,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2020-12-31,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-01,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-02,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-03,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-04,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-05,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-06,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-07,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-08,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-09,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-10,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-11,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-12,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-13,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-14,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-15,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-16,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-17,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-18,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-19,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-20,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-22,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-23,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-24,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-25,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-26,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-27,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-28,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-30,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-01-31,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-02-01,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-02-02,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-02-03,Artemis Fowl
8%,19%,167,"User Ratings: 2,331",2021-02-05,Artemis Fowl
