critic,audience,criticNum,audienceNum,date,film
53%,88%,392,"76,311",2019-11-18,Lion King
53%,88%,392,"76,311",2019-11-19,Lion King
53%,88%,392,"76,315",2019-11-20,Lion King
53%,88%,392,"76,315",2019-11-21,Lion King
53%,88%,392,"76,315",2019-11-22,Lion King
53%,88%,392,"76,315",2019-11-23,Lion King
53%,88%,392,"76,315",2019-11-24,Lion King
53%,88%,392,"76,315",2019-11-25,Lion King
53%,88%,392,"76,315",2019-11-26,Lion King
53%,88%,392,"76,315",2019-11-27,Lion King
53%,88%,396,"76,318",2019-11-28,Lion King
53%,88%,396,"76,318",2019-11-29,Lion King
53%,88%,396,"76,318",2019-11-30,Lion King
53%,88%,396,"76,318",2019-12-01,Lion King
53%,88%,396,"76,318",2019-12-02,Lion King
53%,88%,396,"76,318",2019-12-03,Lion King
53%,88%,396,"76,318",2019-12-04,Lion King
53%,88%,396,"76,318",2019-12-05,Lion King
53%,88%,396,"76,318",2019-12-06,Lion King
53%,88%,396,"76,318",2019-12-07,Lion King
53%,88%,396,"76,318",2019-12-08,Lion King
53%,88%,396,"76,318",2019-12-09,Lion King
53%,88%,396,"76,318",2019-12-10,Lion King
53%,88%,396,"76,318",2019-12-11,Lion King
53%,88%,396,"76,318",2019-12-12,Lion King
53%,88%,396,"76,318",2019-12-13,Lion King
53%,88%,396,"76,318",2019-12-14,Lion King
53%,88%,396,"76,318",2019-12-15,Lion King
53%,88%,396,"76,318",2019-12-16,Lion King
53%,88%,396,"76,318",2019-12-17,Lion King
53%,88%,396,"76,318",2019-12-18,Lion King
53%,88%,396,"76,318",2019-12-19,Lion King
53%,88%,396,"76,318",2019-12-20,Lion King
53%,88%,396,"76,318",2019-12-21,Lion King
53%,88%,396,"76,318",2019-12-22,Lion King
53%,88%,396,"76,318",2019-12-23,Lion King
53%,88%,396,"76,318",2019-12-24,Lion King
53%,88%,396,"76,318",2019-12-25,Lion King
53%,88%,396,"76,318",2019-12-26,Lion King
53%,88%,396,"76,318",2019-12-27,Lion King
53%,88%,396,"76,318",2019-12-28,Lion King
53%,88%,396,"76,318",2019-12-29,Lion King
53%,88%,396,"76,318",2019-12-30,Lion King
53%,88%,396,"76,318",2019-12-31,Lion King
53%,88%,396,"76,318",2020-01-01,Lion King
53%,88%,396,"76,318",2020-01-02,Lion King
53%,88%,396,"76,318",2020-01-03,Lion King
53%,88%,396,"76,318",2020-01-04,Lion King
53%,88%,396,"76,318",2020-01-05,Lion King
53%,88%,396,"76,318",2020-01-06,Lion King
53%,88%,396,"76,318",2020-01-07,Lion King
53%,88%,396,"76,318",2020-01-08,Lion King
53%,88%,396,"76,318",2020-01-09,Lion King
53%,88%,396,"76,318",2020-01-10,Lion King
53%,88%,396,"76,318",2020-01-11,Lion King
53%,88%,404,"76,330",2020-01-12,Lion King
53%,88%,404,"76,330",2020-01-13,Lion King
53%,88%,404,"76,330",2020-01-14,Lion King
53%,88%,404,"76,330",2020-01-15,Lion King
53%,88%,404,"76,330",2020-01-16,Lion King
53%,88%,404,"76,330",2020-01-17,Lion King
53%,88%,404,"76,330",2020-01-18,Lion King
53%,88%,404,"76,330",2020-01-19,Lion King
53%,88%,404,"76,330",2020-01-20,Lion King
53%,88%,404,"76,330",2020-01-21,Lion King
53%,88%,404,"76,330",2020-01-22,Lion King
53%,88%,404,"76,330",2020-01-23,Lion King
53%,88%,404,"76,330",2020-01-24,Lion King
53%,88%,404,"76,330",2020-01-25,Lion King
53%,88%,404,"76,330",2020-01-26,Lion King
53%,88%,404,"76,330",2020-01-27,Lion King
53%,88%,404,"76,330",2020-01-28,Lion King
53%,88%,404,"76,330",2020-01-29,Lion King
53%,88%,404,"76,330",2020-01-30,Lion King
53%,88%,404,"76,330",2020-01-31,Lion King
53%,88%,404,"76,330",2020-02-01,Lion King
53%,88%,404,"76,330",2020-02-02,Lion King
53%,88%,404,"76,330",2020-02-03,Lion King
53%,88%,404,"76,330",2020-02-04,Lion King
53%,88%,404,"76,330",2020-02-05,Lion King
53%,88%,404,"76,330",2020-02-06,Lion King
53%,88%,404,"76,330",2020-02-07,Lion King
53%,88%,404,"76,330",2020-02-08,Lion King
53%,88%,404,"76,330",2020-02-09,Lion King
53%,88%,404,"76,330",2020-02-10,Lion King
53%,88%,404,"76,330",2020-02-11,Lion King
53%,88%,404,"76,330",2020-02-12,Lion King
53%,88%,404,"76,330",2020-02-13,Lion King
53%,88%,404,"76,330",2020-02-14,Lion King
53%,88%,404,"76,330",2020-02-15,Lion King
53%,88%,404,"76,330",2020-02-16,Lion King
53%,88%,404,"76,330",2020-02-17,Lion King
53%,88%,404,"76,330",2020-02-18,Lion King
53%,88%,404,"76,330",2020-02-19,Lion King
53%,88%,404,"76,330",2020-02-20,Lion King
53%,88%,404,"76,330",2020-02-21,Lion King
53%,88%,404,"76,330",2020-02-22,Lion King
53%,88%,404,"76,330",2020-02-23,Lion King
53%,88%,404,"76,330",2020-02-24,Lion King
53%,88%,404,"76,330",2020-02-25,Lion King
53%,88%,404,"76,330",2020-02-26,Lion King
53%,88%,404,"76,330",2020-02-27,Lion King
53%,88%,404,"76,330",2020-02-28,Lion King
53%,88%,404,"76,330",2020-02-29,Lion King
53%,88%,404,"76,330",2020-03-01,Lion King
53%,88%,404,"76,330",2020-03-02,Lion King
53%,88%,404,"76,330",2020-03-03,Lion King
53%,88%,404,"76,330",2020-03-04,Lion King
53%,88%,404,"76,330",2020-03-05,Lion King
53%,88%,404,"76,330",2020-03-06,Lion King
53%,88%,404,"76,330",2020-03-07,Lion King
53%,88%,404,"76,330",2020-03-08,Lion King
53%,88%,404,"76,330",2020-03-09,Lion King
53%,88%,404,"76,330",2020-03-10,Lion King
53%,88%,404,"76,330",2020-03-11,Lion King
53%,88%,404,"76,330",2020-03-12,Lion King
53%,88%,404,"76,330",2020-03-13,Lion King
53%,88%,404,"76,330",2020-03-14,Lion King
53%,88%,404,"76,330",2020-03-15,Lion King
53%,88%,404,"76,330",2020-03-16,Lion King
53%,88%,404,"76,330",2020-03-17,Lion King
53%,88%,404,"76,330",2020-03-18,Lion King
53%,88%,404,"76,330",2020-03-19,Lion King
53%,88%,404,"76,330",2020-03-20,Lion King
53%,88%,404,"76,330",2020-03-21,Lion King
53%,88%,404,"76,330",2020-03-22,Lion King
53%,88%,404,"76,330",2020-03-23,Lion King
53%,88%,404,"76,330",2020-03-24,Lion King
53%,88%,404,"76,330",2020-03-25,Lion King
53%,88%,404,"76,330",2020-03-26,Lion King
53%,88%,404,"76,330",2020-03-27,Lion King
53%,88%,404,"76,330",2020-03-28,Lion King
53%,88%,404,"76,330",2020-03-29,Lion King
53%,88%,404,"76,330",2020-03-30,Lion King
53%,88%,404,"76,330",2020-03-31,Lion King
53%,88%,404,"76,330",2020-04-01,Lion King
53%,88%,404,"76,330",2020-04-02,Lion King
53%,88%,404,"76,330",2020-04-03,Lion King
53%,88%,404,"76,330",2020-04-04,Lion King
53%,88%,404,"76,330",2020-04-05,Lion King
53%,88%,404,"76,330",2020-04-06,Lion King
53%,88%,404,"76,330",2020-04-07,Lion King
53%,88%,404,"76,330",2020-04-08,Lion King
53%,88%,404,"76,330",2020-04-09,Lion King
53%,88%,404,"76,330",2020-04-10,Lion King
53%,88%,404,"76,330",2020-04-11,Lion King
53%,88%,404,"76,330",2020-04-12,Lion King
53%,88%,404,"76,330",2020-04-13,Lion King
53%,88%,404,"76,330",2020-04-14,Lion King
53%,88%,404,"76,330",2020-04-15,Lion King
53%,88%,404,"76,330",2020-04-16,Lion King
53%,88%,404,"76,330",2020-04-17,Lion King
53%,88%,404,"76,330",2020-04-18,Lion King
53%,88%,404,"76,330",2020-04-19,Lion King
53%,88%,404,"76,330",2020-04-20,Lion King
53%,88%,404,"76,330",2020-04-21,Lion King
53%,88%,404,"76,330",2020-04-22,Lion King
53%,88%,404,"76,330",2020-04-23,Lion King
53%,88%,404,"76,330",2020-04-24,Lion King
53%,88%,411,"76,335",2020-04-25,Lion King
53%,88%,411,"76,335",2020-04-26,Lion King
53%,88%,411,"76,335",2020-04-27,Lion King
53%,88%,411,"76,335",2020-04-28,Lion King
53%,88%,411,"76,335",2020-04-29,Lion King
53%,88%,411,"76,335",2020-04-30,Lion King
53%,88%,411,"76,335",2020-05-01,Lion King
53%,88%,411,"76,335",2020-05-02,Lion King
53%,88%,411,"76,335",2020-05-03,Lion King
53%,88%,411,"76,335",2020-05-04,Lion King
53%,88%,411,"76,335",2020-05-05,Lion King
53%,88%,411,"76,335",2020-05-06,Lion King
53%,88%,411,"76,335",2020-05-07,Lion King
53%,88%,411,"76,335",2020-05-08,Lion King
53%,88%,411,"76,335",2020-05-09,Lion King
53%,88%,411,"76,335",2020-05-10,Lion King
53%,88%,411,"76,335",2020-05-11,Lion King
53%,88%,411,"76,335",2020-05-12,Lion King
53%,88%,411,"76,335",2020-05-13,Lion King
53%,88%,411,"76,335",2020-05-14,Lion King
53%,88%,411,"76,335",2020-05-15,Lion King
53%,88%,411,"76,335",2020-05-16,Lion King
53%,88%,411,"76,335",2020-05-17,Lion King
53%,88%,411,"76,335",2020-05-18,Lion King
53%,88%,411,"76,335",2020-05-19,Lion King
53%,88%,411,"76,335",2020-05-20,Lion King
53%,88%,411,"76,335",2020-05-21,Lion King
53%,88%,411,"76,335",2020-05-22,Lion King
53%,88%,411,"76,335",2020-05-23,Lion King
53%,88%,411,"76,335",2020-05-24,Lion King
53%,88%,411,"76,335",2020-05-25,Lion King
53%,88%,411,"76,335",2020-05-26,Lion King
53%,88%,411,"76,335",2020-05-27,Lion King
53%,88%,411,"76,335",2020-05-28,Lion King
53%,88%,411,"76,335",2020-05-29,Lion King
53%,88%,411,"76,335",2020-05-30,Lion King
53%,88%,411,"76,335",2020-05-31,Lion King
53%,88%,411,"76,335",2020-06-01,Lion King
53%,88%,411,"76,335",2020-06-02,Lion King
53%,88%,411,"76,335",2020-06-03,Lion King
53%,88%,411,"76,335",2020-06-04,Lion King
53%,88%,411,"76,335",2020-06-05,Lion King
53%,88%,411,"76,335",2020-06-06,Lion King
53%,88%,411,"76,335",2020-06-07,Lion King
53%,88%,411,"76,335",2020-06-08,Lion King
53%,88%,411,"76,335",2020-06-09,Lion King
53%,88%,411,"76,335",2020-06-10,Lion King
53%,88%,411,"76,335",2020-06-11,Lion King
53%,88%,411,"76,335",2020-06-12,Lion King
53%,88%,411,"76,335",2020-06-13,Lion King
53%,88%,411,"76,335",2020-06-14,Lion King
53%,88%,411,"76,335",2020-06-15,Lion King
53%,88%,411,"76,335",2020-06-16,Lion King
53%,88%,411,"76,335",2020-06-17,Lion King
53%,88%,411,"76,335",2020-06-18,Lion King
53%,88%,411,"76,335",2020-06-19,Lion King
53%,88%,411,"76,335",2020-06-20,Lion King
53%,88%,411,"76,335",2020-06-21,Lion King
53%,88%,411,"76,335",2020-06-22,Lion King
53%,88%,411,"76,335",2020-06-23,Lion King
53%,88%,411,"76,335",2020-06-24,Lion King
53%,88%,411,"76,335",2020-06-25,Lion King
53%,88%,411,"76,335",2020-06-26,Lion King
53%,88%,411,"76,335",2020-06-27,Lion King
53%,88%,411,"76,335",2020-06-28,Lion King
53%,88%,411,"76,335",2020-06-29,Lion King
53%,88%,411,"76,335",2020-06-30,Lion King
53%,88%,411,"76,335",2020-07-01,Lion King
53%,88%,411,"76,335",2020-07-02,Lion King
53%,88%,411,"76,335",2020-07-03,Lion King
53%,88%,411,"76,335",2020-07-04,Lion King
53%,88%,411,"76,335",2020-07-05,Lion King
53%,88%,412,"76,335",2020-07-06,Lion King
53%,88%,412,"76,335",2020-07-07,Lion King
53%,88%,412,"76,335",2020-07-08,Lion King
53%,88%,412,"76,335",2020-07-09,Lion King
53%,88%,412,"76,335",2020-07-10,Lion King
53%,88%,412,"76,335",2020-07-11,Lion King
61%,Coming,138,Coming,2019-05-23,Aladdin
59%,Coming,201,Coming,2019-05-24,Aladdin
59%,Coming,201,Coming,2019-05-25,Aladdin
58%,Coming,272,Coming,2019-05-26,Aladdin
58%,Coming,272,Coming,2019-05-27,Aladdin
58%,Coming,272,Coming,2019-05-28,Aladdin
57%,Coming,288,Coming,2019-05-29,Aladdin
56%,Coming,293,Coming,2019-05-30,Aladdin
56%,Coming,298,Coming,2019-05-31,Aladdin
56%,Coming,303,Coming,2019-06-01,Aladdin
56%,Coming,305,Coming,2019-06-02,Aladdin
56%,Coming,310,Coming,2019-06-03,Aladdin
56%,Coming,312,Coming,2019-06-04,Aladdin
56%,Coming,317,Coming,2019-06-05,Aladdin
56%,94%,318,"36,284",2019-06-06,Aladdin
56%,94%,318,"37,141",2019-06-07,Aladdin
56%,94%,318,"37,141",2019-06-08,Aladdin
56%,94%,318,"39,674",2019-06-09,Aladdin
56%,94%,319,"40,222",2019-06-10,Aladdin
56%,94%,319,"41,136",2019-06-11,Aladdin
56%,94%,320,"42,533",2019-06-12,Aladdin
56%,94%,320,"42,533",2019-06-13,Aladdin
56%,94%,321,"43,198",2019-06-14,Aladdin
56%,94%,321,"43,198",2019-06-15,Aladdin
57%,94%,323,"45,031",2019-06-16,Aladdin
57%,94%,323,"45,031",2019-06-17,Aladdin
57%,94%,325,"46,469",2019-06-18,Aladdin
57%,94%,325,"46,709",2019-06-19,Aladdin
57%,94%,326,"47,244",2019-06-20,Aladdin
57%,94%,327,"47,735",2019-06-21,Aladdin
57%,94%,327,"47,735",2019-06-22,Aladdin
57%,94%,328,"49,356",2019-06-23,Aladdin
57%,94%,328,"49,395",2019-06-24,Aladdin
57%,94%,329,"50,562",2019-06-25,Aladdin
57%,94%,329,"50,562",2019-06-26,Aladdin
57%,94%,329,"50,562",2019-06-27,Aladdin
57%,94%,329,"50,562",2019-06-28,Aladdin
56%,94%,330,"51,994",2019-06-29,Aladdin
56%,94%,330,"52,341",2019-07-01,Aladdin
56%,94%,330,"52,408",2019-07-02,Aladdin
56%,94%,334,"52,845",2019-07-03,Aladdin
56%,94%,334,"52,845",2019-07-04,Aladdin
56%,94%,334,"53,942",2019-07-05,Aladdin
56%,94%,334,"53,942",2019-07-06,Aladdin
56%,94%,334,"54,070",2019-07-07,Aladdin
56%,94%,335,"54,441",2019-07-08,Aladdin
56%,94%,335,"54,441",2019-07-09,Aladdin
57%,94%,337,"55,069",2019-07-10,Aladdin
57%,94%,337,"55,069",2019-07-11,Aladdin
57%,94%,337,"55,117",2019-07-12,Aladdin
57%,94%,337,"55,117",2019-07-13,Aladdin
57%,94%,338,"55,971",2019-07-14,Aladdin
57%,94%,338,"55,971",2019-07-15,Aladdin
57%,94%,338,"55,971",2019-07-16,Aladdin
57%,94%,338,"55,971",2019-07-17,Aladdin
57%,94%,338,"55,971",2019-07-18,Aladdin
56%,94%,340,"56,767",2019-07-19,Aladdin
56%,94%,340,"56,767",2019-07-20,Aladdin
56%,94%,340,"56,767",2019-07-21,Aladdin
56%,94%,340,"57,049",2019-07-22,Aladdin
56%,94%,340,"57,216",2019-07-23,Aladdin
56%,94%,340,"57,351",2019-07-24,Aladdin
56%,94%,340,"57,480",2019-07-25,Aladdin
56%,94%,340,"57,568",2019-07-26,Aladdin
56%,94%,340,"57,677",2019-07-27,Aladdin
56%,94%,340,"57,788",2019-07-28,Aladdin
56%,94%,340,"57,882",2019-07-29,Aladdin
56%,94%,340,"57,975",2019-07-30,Aladdin
56%,94%,340,"58,051",2019-07-31,Aladdin
56%,94%,340,"58,139",2019-08-01,Aladdin
56%,94%,340,"58,229",2019-08-02,Aladdin
56%,94%,340,"58,383",2019-08-04,Aladdin
56%,94%,341,"58,485",2019-08-05,Aladdin
57%,94%,342,"58,539",2019-08-06,Aladdin
57%,94%,342,"58,596",2019-08-07,Aladdin
57%,94%,342,"58,596",2019-08-08,Aladdin
57%,94%,343,"58,634",2019-08-09,Aladdin
57%,94%,343,"58,669",2019-08-10,Aladdin
57%,94%,343,"58,711",2019-08-11,Aladdin
57%,94%,343,"58,752",2019-08-12,Aladdin
57%,94%,343,"58,773",2019-08-13,Aladdin
57%,94%,343,"58,799",2019-08-14,Aladdin
57%,94%,344,"58,823",2019-08-15,Aladdin
57%,94%,345,"58,853",2019-08-16,Aladdin
57%,94%,345,"58,853",2019-08-17,Aladdin
57%,94%,345,"58,872",2019-08-18,Aladdin
57%,94%,345,"58,883",2019-08-19,Aladdin
57%,94%,345,"58,886",2019-08-20,Aladdin
57%,94%,346,"58,892",2019-08-21,Aladdin
57%,94%,346,"58,897",2019-08-22,Aladdin
57%,94%,346,"58,907",2019-08-23,Aladdin
57%,94%,347,"58,915",2019-08-24,Aladdin
57%,94%,347,"58,922",2019-08-25,Aladdin
57%,94%,347,"58,933",2019-08-26,Aladdin
57%,94%,347,"58,937",2019-08-27,Aladdin
57%,94%,347,"58,940",2019-08-28,Aladdin
57%,94%,347,"58,942",2019-08-29,Aladdin
57%,94%,347,"58,942",2019-08-30,Aladdin
57%,94%,347,"58,945",2019-08-31,Aladdin
57%,94%,347,"58,950",2019-09-01,Aladdin
57%,94%,347,"58,961",2019-09-02,Aladdin
57%,94%,348,"58,961",2019-09-03,Aladdin
57%,94%,348,"58,966",2019-09-04,Aladdin
57%,94%,348,"58,966",2019-09-05,Aladdin
57%,94%,348,"58,972",2019-09-06,Aladdin
57%,94%,348,"58,972",2019-09-07,Aladdin
57%,94%,348,"58,977",2019-09-09,Aladdin
57%,94%,348,"58,978",2019-09-10,Aladdin
57%,94%,348,"58,978",2019-09-11,Aladdin
57%,94%,348,"58,978",2019-09-12,Aladdin
57%,94%,348,"58,982",2019-09-13,Aladdin
57%,94%,348,"58,982",2019-09-14,Aladdin
57%,94%,348,"58,983",2019-09-15,Aladdin
57%,94%,348,"58,983",2019-09-16,Aladdin
57%,94%,348,"58,989",2019-09-17,Aladdin
57%,94%,348,"58,989",2019-09-18,Aladdin
57%,94%,348,"58,989",2019-09-19,Aladdin
57%,94%,348,"58,990",2019-09-20,Aladdin
57%,94%,349,"58,990",2019-09-21,Aladdin
57%,94%,349,"58,994",2019-09-22,Aladdin
57%,94%,349,"58,994",2019-09-23,Aladdin
57%,94%,349,"58,998",2019-09-24,Aladdin
57%,94%,350,"59,001",2019-09-25,Aladdin
57%,94%,350,"59,001",2019-09-26,Aladdin
57%,94%,350,"59,001",2019-09-27,Aladdin
57%,94%,350,"59,004",2019-09-28,Aladdin
57%,94%,350,"59,006",2019-09-29,Aladdin
57%,94%,350,"59,006",2019-09-30,Aladdin
57%,94%,351,"59,009",2019-10-01,Aladdin
57%,94%,351,"59,009",2019-10-02,Aladdin
57%,94%,351,"59,012",2019-10-03,Aladdin
57%,94%,351,"59,012",2019-10-04,Aladdin
57%,94%,351,"59,012",2019-10-05,Aladdin
57%,94%,352,"59,016",2019-10-06,Aladdin
57%,94%,352,"59,016",2019-10-07,Aladdin
57%,94%,352,"59,019",2019-10-08,Aladdin
57%,94%,352,"59,019",2019-10-09,Aladdin
57%,94%,352,"59,020",2019-10-10,Aladdin
57%,94%,352,"59,020",2019-10-11,Aladdin
57%,94%,352,"59,020",2019-10-12,Aladdin
57%,94%,352,"59,023",2019-10-13,Aladdin
57%,94%,352,"59,023",2019-10-14,Aladdin
57%,94%,352,"59,023",2019-10-15,Aladdin
57%,94%,352,"59,023",2019-10-16,Aladdin
57%,94%,352,"59,023",2019-10-17,Aladdin
57%,94%,352,"59,023",2019-10-18,Aladdin
57%,94%,352,"59,023",2019-10-19,Aladdin
57%,94%,352,"59,023",2019-10-20,Aladdin
57%,94%,352,"59,023",2019-10-21,Aladdin
57%,94%,352,"59,023",2019-10-22,Aladdin
57%,94%,352,"59,023",2019-10-23,Aladdin
57%,94%,352,"59,023",2019-10-24,Aladdin
57%,94%,352,"59,023",2019-10-25,Aladdin
57%,94%,352,"59,023",2019-10-26,Aladdin
57%,94%,352,"59,023",2019-10-27,Aladdin
57%,94%,352,"59,023",2019-10-28,Aladdin
57%,94%,352,"59,023",2019-10-29,Aladdin
57%,94%,352,"59,023",2019-10-30,Aladdin
57%,94%,352,"59,023",2019-10-31,Aladdin
57%,94%,352,"59,023",2019-11-01,Aladdin
57%,94%,354,"59,029",2019-11-02,Aladdin
57%,94%,354,"59,029",2019-11-03,Aladdin
57%,94%,354,"59,029",2019-11-04,Aladdin
57%,94%,354,"59,029",2019-11-05,Aladdin
57%,94%,354,"59,029",2019-11-06,Aladdin
57%,94%,354,"59,029",2019-11-07,Aladdin
57%,94%,354,"59,029",2019-11-08,Aladdin
57%,94%,354,"59,029",2019-11-09,Aladdin
57%,94%,354,"59,029",2019-11-10,Aladdin
57%,94%,354,"59,029",2019-11-11,Aladdin
57%,94%,354,"59,029",2019-11-12,Aladdin
57%,94%,354,"59,029",2019-11-13,Aladdin
57%,94%,354,"59,029",2019-11-14,Aladdin
57%,94%,354,"59,029",2019-11-15,Aladdin
57%,94%,354,"59,029",2019-11-16,Aladdin
57%,94%,354,"59,029",2019-11-17,Aladdin
57%,94%,354,"59,029",2019-11-18,Aladdin
57%,94%,354,"59,029",2019-11-19,Aladdin
57%,94%,354,"59,029",2019-11-20,Aladdin
57%,94%,354,"59,029",2019-11-21,Aladdin
57%,94%,354,"59,029",2019-11-22,Aladdin
57%,94%,354,"59,029",2019-11-23,Aladdin
57%,94%,354,"59,029",2019-11-24,Aladdin
57%,94%,354,"59,029",2019-11-25,Aladdin
57%,94%,354,"59,029",2019-11-26,Aladdin
57%,94%,354,"59,029",2019-11-27,Aladdin
57%,94%,354,"59,029",2019-11-28,Aladdin
57%,94%,354,"59,029",2019-11-29,Aladdin
57%,94%,354,"59,029",2019-11-30,Aladdin
57%,94%,354,"59,029",2019-12-01,Aladdin
57%,94%,354,"59,029",2019-12-02,Aladdin
57%,94%,354,"59,029",2019-12-03,Aladdin
57%,94%,354,"59,029",2019-12-04,Aladdin
57%,94%,354,"59,029",2019-12-05,Aladdin
57%,94%,354,"59,029",2019-12-06,Aladdin
57%,94%,354,"59,029",2019-12-07,Aladdin
57%,94%,354,"59,029",2019-12-08,Aladdin
57%,94%,354,"59,029",2019-12-09,Aladdin
57%,94%,354,"59,029",2019-12-10,Aladdin
57%,94%,354,"59,029",2019-12-11,Aladdin
57%,94%,354,"59,029",2019-12-12,Aladdin
57%,94%,354,"59,029",2019-12-13,Aladdin
57%,94%,354,"59,029",2019-12-14,Aladdin
57%,94%,354,"59,029",2019-12-15,Aladdin
57%,94%,354,"59,029",2019-12-16,Aladdin
57%,94%,354,"59,029",2019-12-17,Aladdin
57%,94%,354,"59,029",2019-12-18,Aladdin
57%,94%,354,"59,029",2019-12-19,Aladdin
57%,94%,354,"59,029",2019-12-20,Aladdin
57%,94%,354,"59,029",2019-12-21,Aladdin
57%,94%,354,"59,029",2019-12-22,Aladdin
57%,94%,354,"59,029",2019-12-23,Aladdin
57%,94%,354,"59,029",2019-12-24,Aladdin
57%,94%,354,"59,029",2019-12-25,Aladdin
57%,94%,354,"59,029",2019-12-26,Aladdin
57%,94%,354,"59,029",2019-12-27,Aladdin
57%,94%,354,"59,029",2019-12-28,Aladdin
57%,94%,354,"59,029",2019-12-29,Aladdin
57%,94%,354,"59,029",2019-12-30,Aladdin
57%,94%,354,"59,029",2019-12-31,Aladdin
57%,94%,354,"59,029",2020-01-01,Aladdin
57%,94%,354,"59,029",2020-01-02,Aladdin
57%,94%,354,"59,029",2020-01-03,Aladdin
57%,94%,354,"59,029",2020-01-04,Aladdin
57%,94%,354,"59,029",2020-01-05,Aladdin
57%,94%,354,"59,029",2020-01-06,Aladdin
57%,94%,354,"59,029",2020-01-07,Aladdin
57%,94%,354,"59,029",2020-01-08,Aladdin
57%,94%,354,"59,029",2020-01-09,Aladdin
57%,94%,354,"59,029",2020-01-10,Aladdin
57%,94%,362,"59,040",2020-01-11,Aladdin
57%,94%,362,"59,040",2020-01-12,Aladdin
57%,94%,362,"59,040",2020-01-13,Aladdin
57%,94%,362,"59,040",2020-01-14,Aladdin
57%,94%,362,"59,040",2020-01-15,Aladdin
57%,94%,362,"59,040",2020-01-16,Aladdin
57%,94%,362,"59,040",2020-01-17,Aladdin
57%,94%,362,"59,040",2020-01-18,Aladdin
57%,94%,362,"59,040",2020-01-19,Aladdin
57%,94%,362,"59,040",2020-01-20,Aladdin
57%,94%,362,"59,040",2020-01-21,Aladdin
57%,94%,362,"59,040",2020-01-22,Aladdin
57%,94%,362,"59,040",2020-01-23,Aladdin
57%,94%,362,"59,040",2020-01-24,Aladdin
57%,94%,362,"59,040",2020-01-25,Aladdin
57%,94%,362,"59,040",2020-01-26,Aladdin
57%,94%,362,"59,040",2020-01-27,Aladdin
57%,94%,362,"59,040",2020-01-28,Aladdin
57%,94%,362,"59,040",2020-01-29,Aladdin
57%,94%,362,"59,040",2020-01-30,Aladdin
57%,94%,362,"59,040",2020-01-31,Aladdin
57%,94%,362,"59,040",2020-02-01,Aladdin
57%,94%,362,"59,040",2020-02-02,Aladdin
57%,94%,362,"59,040",2020-02-03,Aladdin
57%,94%,362,"59,040",2020-02-04,Aladdin
57%,94%,362,"59,040",2020-02-05,Aladdin
57%,94%,362,"59,040",2020-02-06,Aladdin
57%,94%,362,"59,040",2020-02-07,Aladdin
57%,94%,362,"59,040",2020-02-08,Aladdin
57%,94%,362,"59,040",2020-02-09,Aladdin
57%,94%,362,"59,040",2020-02-10,Aladdin
57%,94%,362,"59,040",2020-02-11,Aladdin
57%,94%,362,"59,040",2020-02-12,Aladdin
57%,94%,362,"59,040",2020-02-13,Aladdin
57%,94%,362,"59,040",2020-02-14,Aladdin
57%,94%,362,"59,040",2020-02-15,Aladdin
57%,94%,362,"59,040",2020-02-16,Aladdin
57%,94%,362,"59,040",2020-02-17,Aladdin
57%,94%,362,"59,040",2020-02-18,Aladdin
57%,94%,362,"59,040",2020-02-19,Aladdin
57%,94%,362,"59,040",2020-02-20,Aladdin
57%,94%,362,"59,040",2020-02-21,Aladdin
57%,94%,362,"59,040",2020-02-22,Aladdin
57%,94%,362,"59,040",2020-02-23,Aladdin
57%,94%,362,"59,040",2020-02-24,Aladdin
57%,94%,362,"59,040",2020-02-25,Aladdin
57%,94%,362,"59,040",2020-02-26,Aladdin
57%,94%,362,"59,040",2020-02-27,Aladdin
57%,94%,362,"59,040",2020-02-28,Aladdin
57%,94%,362,"59,040",2020-02-29,Aladdin
57%,94%,362,"59,040",2020-03-01,Aladdin
57%,94%,362,"59,040",2020-03-02,Aladdin
57%,94%,362,"59,040",2020-03-03,Aladdin
57%,94%,362,"59,040",2020-03-04,Aladdin
57%,94%,362,"59,041",2020-03-05,Aladdin
57%,94%,362,"59,041",2020-03-06,Aladdin
57%,94%,362,"59,041",2020-03-07,Aladdin
57%,94%,362,"59,041",2020-03-08,Aladdin
57%,94%,362,"59,041",2020-03-09,Aladdin
57%,94%,362,"59,041",2020-03-10,Aladdin
57%,94%,362,"59,041",2020-03-11,Aladdin
57%,94%,362,"59,041",2020-03-12,Aladdin
57%,94%,362,"59,041",2020-03-13,Aladdin
57%,94%,362,"59,041",2020-03-14,Aladdin
57%,94%,362,"59,041",2020-03-15,Aladdin
57%,94%,362,"59,041",2020-03-16,Aladdin
57%,94%,362,"59,041",2020-03-17,Aladdin
57%,94%,362,"59,041",2020-03-18,Aladdin
57%,94%,362,"59,041",2020-03-19,Aladdin
57%,94%,362,"59,041",2020-03-20,Aladdin
57%,94%,362,"59,041",2020-03-21,Aladdin
57%,94%,362,"59,041",2020-03-22,Aladdin
57%,94%,362,"59,041",2020-03-23,Aladdin
57%,94%,362,"59,041",2020-03-24,Aladdin
57%,94%,362,"59,041",2020-03-25,Aladdin
57%,94%,362,"59,041",2020-03-26,Aladdin
57%,94%,362,"59,041",2020-03-27,Aladdin
57%,94%,362,"59,041",2020-03-29,Aladdin
57%,94%,362,"59,041",2020-03-30,Aladdin
