Date,Subs,Name,Views
2014-12-30,2430,Keemstar,261292
2014-12-31,2783,Keemstar,286483
2015-01-01,2000,Keemstar,259326
2015-01-02,1807,Keemstar,135802
2015-01-03,1547,Keemstar,0
2015-01-04,1568,Keemstar,0
2015-01-05,1277,Keemstar,227506
2015-01-06,1079,Keemstar,259582
2015-01-07,1255,Keemstar,68072
2015-01-08,699,Keemstar,61388
2015-01-09,824,Keemstar,143872
2015-01-10,1516,Keemstar,0
2015-01-11,1255,Keemstar,296638
2015-01-12,619,Keemstar,0
2015-01-13,906,Keemstar,195690
2015-01-14,2145,Keemstar,226276
2015-01-15,1002,Keemstar,224689
2015-01-16,1074,Keemstar,187302
2015-01-17,1094,Keemstar,0
2015-01-18,2011,Keemstar,320453
2015-01-19,842,Keemstar,108520
2015-01-20,1286,Keemstar,0
2015-01-21,781,Keemstar,344718
2015-01-22,633,Keemstar,0
2015-01-23,688,Keemstar,263046
2015-01-24,-45,Keemstar,0
2015-01-25,793,Keemstar,0
2015-01-26,946,Keemstar,172128
2015-01-27,1011,Keemstar,173502
2015-01-28,722,Keemstar,169409
2015-01-29,887,Keemstar,283494
2015-01-30,996,Keemstar,0
2015-01-31,781,Keemstar,207747
2015-02-01,1034,Keemstar,184153
2015-02-02,678,Keemstar,224768
2015-02-03,619,Keemstar,104109
2015-02-04,405,Keemstar,61506
2015-02-05,725,Keemstar,144377
2015-02-06,703,Keemstar,133624
2015-02-07,960,Keemstar,121400
2015-02-08,818,Keemstar,0
2015-02-09,824,Keemstar,417642
2015-02-10,525,Keemstar,123949
2015-02-11,924,Keemstar,130708
2015-02-12,569,Keemstar,143414
2015-02-13,1042,Keemstar,99828
2015-02-14,805,Keemstar,144426
2015-02-15,1064,Keemstar,383958
2015-02-16,1150,Keemstar,145743
2015-02-17,982,Keemstar,0
2015-02-18,641,Keemstar,254164
2015-02-19,691,Keemstar,67457
2015-02-20,529,Keemstar,138482
2015-02-21,707,Keemstar,0
2015-02-22,612,Keemstar,0
2015-02-23,545,Keemstar,0
2015-02-24,393,Keemstar,283511
2015-02-25,519,Keemstar,0
2015-02-26,519,Keemstar,401198
2015-02-27,603,Keemstar,146734
2015-02-28,711,Keemstar,0
2015-03-01,533,Keemstar,108425
2015-03-02,369,Keemstar,76692
2015-03-03,522,Keemstar,120592
2015-03-04,691,Keemstar,169659
2015-03-05,532,Keemstar,0
2015-03-06,578,Keemstar,0
2015-03-07,894,Keemstar,0
2015-03-08,771,Keemstar,0
2015-03-09,744,Keemstar,458779
2015-03-10,858,Keemstar,133672
2015-03-11,556,Keemstar,153949
2015-03-12,484,Keemstar,399834
2015-03-13,647,Keemstar,107972
2015-03-14,855,Keemstar,141045
2015-03-15,746,Keemstar,297479
2015-03-16,619,Keemstar,0
2015-03-17,850,Keemstar,199261
2015-03-18,589,Keemstar,326105
2015-03-19,584,Keemstar,0
2015-03-20,783,Keemstar,101496
2015-03-21,887,Keemstar,0
2015-03-22,875,Keemstar,0
2015-03-23,600,Keemstar,636361
2015-03-24,520,Keemstar,0
2015-03-25,485,Keemstar,95410
2015-03-26,453,Keemstar,111506
2015-03-27,291,Keemstar,100799
2015-03-28,407,Keemstar,47832
2015-03-29,402,Keemstar,175039
2015-03-30,722,Keemstar,124178
2015-03-31,565,Keemstar,147833
2015-04-01,588,Keemstar,382889
2015-04-02,1082,Keemstar,0
2015-04-03,874,Keemstar,91035
2015-04-04,1010,Keemstar,320844
2015-04-05,1064,Keemstar,219512
2015-04-06,1098,Keemstar,307771
2015-04-07,1757,Keemstar,0
2015-04-08,1237,Keemstar,121461
2015-04-09,1364,Keemstar,208795
2015-04-10,1344,Keemstar,382552
2015-04-11,1751,Keemstar,0
2015-04-12,1810,Keemstar,0
2015-04-13,2022,Keemstar,536170
2015-04-14,1221,Keemstar,203784
2015-04-15,1296,Keemstar,233442
2015-04-16,1401,Keemstar,201327
2015-04-17,2406,Keemstar,318172
2015-04-18,4909,Keemstar,0
2015-04-19,2705,Keemstar,278527
2015-04-20,1726,Keemstar,419069
2015-04-21,1206,Keemstar,188680
2015-04-22,1669,Keemstar,193197
2015-04-23,1055,Keemstar,133813
2015-04-24,1409,Keemstar,175671
2015-04-25,1448,Keemstar,0
2015-04-26,1283,Keemstar,155187
2015-04-27,1066,Keemstar,276599
2015-04-28,1077,Keemstar,157508
2015-04-29,2001,Keemstar,269743
2015-04-30,6716,Keemstar,0
2015-05-01,3536,Keemstar,629410
2015-05-02,3730,Keemstar,0
2015-05-03,4628,Keemstar,318561
2015-05-04,3193,Keemstar,280753
2015-05-05,2634,Keemstar,537986
2015-05-06,2058,Keemstar,0
2015-05-07,1755,Keemstar,240433
2015-05-08,2072,Keemstar,475945
2015-05-09,3833,Keemstar,0
2015-05-10,2958,Keemstar,416061
2015-05-11,1743,Keemstar,470451
2015-05-12,2211,Keemstar,308994
2015-05-13,1806,Keemstar,196152
2015-05-14,1247,Keemstar,194558
2015-05-15,2046,Keemstar,0
2015-05-16,1940,Keemstar,292498
2015-05-17,1089,Keemstar,154825
2015-05-18,1786,Keemstar,340793
2015-05-19,1465,Keemstar,0
2015-05-20,1563,Keemstar,264180
2015-05-21,1663,Keemstar,258795
2015-05-22,1456,Keemstar,469433
2015-05-23,1535,Keemstar,0
2015-05-24,2000,Keemstar,0
2015-05-25,1524,Keemstar,449161
2015-05-26,1534,Keemstar,287133
2015-05-27,1430,Keemstar,282658
2015-05-28,1223,Keemstar,231746
2015-05-29,1458,Keemstar,297282
2015-05-30,1384,Keemstar,493984
2015-05-31,1365,Keemstar,0
2015-06-01,1183,Keemstar,186317
2015-06-02,957,Keemstar,0
2015-06-03,801,Keemstar,316047
2015-06-04,482,Keemstar,96442
2015-06-05,998,Keemstar,203963
2015-06-06,1005,Keemstar,101734
2015-06-07,1179,Keemstar,341013
2015-06-08,1154,Keemstar,0
2015-06-09,1004,Keemstar,382754
2015-06-10,945,Keemstar,151569
2015-06-11,890,Keemstar,96552
2015-06-12,885,Keemstar,180730
2015-06-13,1429,Keemstar,218788
2015-06-14,870,Keemstar,157177
2015-06-15,880,Keemstar,228559
2015-06-16,932,Keemstar,127220
2015-06-17,630,Keemstar,363537
2015-06-18,746,Keemstar,0
2015-06-19,1010,Keemstar,202050
2015-06-20,956,Keemstar,424391
2015-06-21,877,Keemstar,0
2015-06-22,970,Keemstar,0
2015-06-23,745,Keemstar,317644
2015-06-24,1118,Keemstar,246797
2015-06-25,890,Keemstar,257258
2015-06-26,832,Keemstar,219065
2015-06-27,720,Keemstar,109025
2015-06-28,1475,Keemstar,92297
2015-06-29,1450,Keemstar,0
2015-06-30,1213,Keemstar,0
2015-07-01,1217,Keemstar,0
2015-07-02,1188,Keemstar,613595
2015-07-03,1193,Keemstar,368438
2015-07-04,1376,Keemstar,168088
2015-07-05,1211,Keemstar,110093
2015-07-06,1379,Keemstar,213976
2015-07-07,898,Keemstar,181570
2015-07-08,1074,Keemstar,228636
2015-07-09,1482,Keemstar,147833
2015-07-10,847,Keemstar,305452
2015-07-11,1529,Keemstar,198125
2015-07-12,1100,Keemstar,112694
2015-07-13,1269,Keemstar,104303
2015-07-14,1607,Keemstar,214557
2015-07-15,1421,Keemstar,0
2015-07-16,1161,Keemstar,587725
2015-07-17,803,Keemstar,278719
2015-07-18,981,Keemstar,92439
2015-07-19,990,Keemstar,0
2015-07-20,849,Keemstar,0
2015-07-21,1275,Keemstar,496347
2015-07-22,1478,Keemstar,248498
2015-07-23,1076,Keemstar,194890
2015-07-24,1073,Keemstar,197321
2015-07-25,1088,Keemstar,106873
2015-07-26,988,Keemstar,252632
2015-07-27,991,Keemstar,0
2015-07-28,1000,Keemstar,219513
2015-07-29,776,Keemstar,300678
2015-07-30,748,Keemstar,102102
2015-07-31,668,Keemstar,93864
2015-08-01,974,Keemstar,76778
2015-08-02,1249,Keemstar,290027
2015-08-03,1166,Keemstar,0
2015-08-04,1279,Keemstar,179584
2015-08-05,1210,Keemstar,589773
2015-08-06,1724,Keemstar,224088
2015-08-07,1689,Keemstar,266130
2015-08-08,1279,Keemstar,316814
2015-08-09,1181,Keemstar,256211
2015-08-10,689,Keemstar,0
2015-08-11,1434,Keemstar,431690
2015-08-12,952,Keemstar,164018
2015-08-13,1186,Keemstar,124022
2015-08-14,2458,Keemstar,0
2015-08-15,1182,Keemstar,359331
2015-08-16,1576,Keemstar,319090
2015-08-17,1050,Keemstar,0
2015-08-18,1001,Keemstar,349363
2015-08-19,998,Keemstar,101881
2015-08-20,1002,Keemstar,213093
2015-08-21,1010,Keemstar,244252
2015-08-22,1502,Keemstar,189482
2015-08-23,1495,Keemstar,230751
2015-08-24,1288,Keemstar,0
2015-08-25,839,Keemstar,811364
2015-08-26,950,Keemstar,263253
2015-08-27,832,Keemstar,297900
2015-08-28,960,Keemstar,213549
2015-08-29,733,Keemstar,121559
2015-08-30,709,Keemstar,110720
2015-08-31,521,Keemstar,99000
2015-09-01,1774,Keemstar,71047
2015-09-02,1257,Keemstar,230368
2015-09-03,1401,Keemstar,290344
2015-09-04,1039,Keemstar,270172
2015-09-05,2619,Keemstar,213902
2015-09-06,3195,Keemstar,208135
2015-09-07,3292,Keemstar,0
2015-09-08,1476,Keemstar,726587
2015-09-09,2903,Keemstar,186705
2015-09-10,2345,Keemstar,227312
2015-09-11,2949,Keemstar,245995
2015-09-12,4334,Keemstar,258423
2015-09-13,2144,Keemstar,308428
2015-09-14,2309,Keemstar,206804
2015-09-15,2198,Keemstar,264463
2015-09-16,1527,Keemstar,291890
2015-09-17,2020,Keemstar,207147
2015-09-18,2251,Keemstar,135980
2015-09-19,4810,Keemstar,252032
2015-09-20,6803,Keemstar,225066
2015-09-21,4257,Keemstar,643901
2015-09-22,3951,Keemstar,563856
2015-09-23,2821,Keemstar,397226
2015-09-24,2240,Keemstar,381282
2015-09-25,2798,Keemstar,312279
2015-09-26,2668,Keemstar,212240
2015-09-27,1686,Keemstar,357366
2015-09-28,1326,Keemstar,245761
2015-09-29,1227,Keemstar,152087
2015-09-30,1471,Keemstar,243162
2015-10-01,1081,Keemstar,229380
2015-10-02,1268,Keemstar,142077
2015-10-03,3354,Keemstar,220319
2015-10-04,2905,Keemstar,297748
2015-10-05,1904,Keemstar,436754
2015-10-06,1475,Keemstar,415448
2015-10-07,1779,Keemstar,263595
2015-10-08,1458,Keemstar,168898
2015-10-09,1713,Keemstar,161576
2015-10-10,3145,Keemstar,286728
2015-10-11,2117,Keemstar,201999
2015-10-12,712,Keemstar,268403
2015-10-13,445,Keemstar,149306
2015-10-14,843,Keemstar,290710
2015-10-15,764,Keemstar,325520
2015-10-16,1175,Keemstar,224130
2015-10-17,1138,Keemstar,297822
2015-10-18,797,Keemstar,181011
2015-10-19,542,Keemstar,0
2015-10-20,792,Keemstar,499965
2015-10-21,639,Keemstar,275664
2015-10-22,547,Keemstar,150408
2015-10-23,880,Keemstar,221232
2015-10-24,1493,Keemstar,245045
2015-10-25,1070,Keemstar,166336
2015-10-26,791,Keemstar,0
2015-10-27,884,Keemstar,560967
2015-10-28,1823,Keemstar,213334
2015-10-29,872,Keemstar,251915
2015-10-30,693,Keemstar,180714
2015-10-31,933,Keemstar,108240
2015-11-01,626,Keemstar,105170
2015-11-02,339,Keemstar,0
2015-11-03,1009,Keemstar,519440
2015-11-04,634,Keemstar,325284
2015-11-05,386,Keemstar,324104
2015-11-06,608,Keemstar,145980
2015-11-07,874,Keemstar,92609
2015-11-08,631,Keemstar,102232
2015-11-09,531,Keemstar,0
2015-11-10,652,Keemstar,0
2015-11-11,423,Keemstar,532281
2015-11-12,707,Keemstar,186800
2015-11-13,1402,Keemstar,182792
2015-11-14,1684,Keemstar,255591
2015-11-15,946,Keemstar,274252
2015-11-16,875,Keemstar,314116
2015-11-17,676,Keemstar,427815
2015-11-18,1091,Keemstar,243699
2015-11-19,1133,Keemstar,265777
2015-11-20,1096,Keemstar,453410
2015-11-21,1161,Keemstar,358211
2015-11-22,802,Keemstar,230379
2015-11-23,524,Keemstar,180198
2015-11-24,433,Keemstar,103385
2015-11-25,472,Keemstar,150500
2015-11-26,1024,Keemstar,285697
2015-11-27,1188,Keemstar,347902
2015-11-28,2669,Keemstar,350847
2015-11-29,2789,Keemstar,320268
2015-11-30,3328,Keemstar,361924
2015-12-01,3033,Keemstar,352412
2015-12-02,2593,Keemstar,449360
2015-12-03,1956,Keemstar,378859
2015-12-04,2159,Keemstar,286028
2015-12-05,3015,Keemstar,0
2015-12-06,2177,Keemstar,312820
2015-12-07,1504,Keemstar,0
2015-12-08,1662,Keemstar,0
2015-12-09,2922,Keemstar,767958
2015-12-10,2126,Keemstar,677001
2015-12-11,4009,Keemstar,385065
2015-12-12,4280,Keemstar,474056
2015-12-13,3825,Keemstar,485719
2015-12-14,2278,Keemstar,0
2015-12-15,3906,Keemstar,367260
2015-12-16,4017,Keemstar,830302
2015-12-17,3844,Keemstar,592686
2015-12-18,3595,Keemstar,637822
2015-12-19,2977,Keemstar,339154
2015-12-20,10361,Keemstar,560180
2015-12-21,8952,Keemstar,0
2015-12-22,8789,Keemstar,1286017
2015-12-23,8832,Keemstar,483198
2015-12-24,5937,Keemstar,701787
2015-12-25,5490,Keemstar,768311
2015-12-26,4819,Keemstar,382910
2015-12-27,4888,Keemstar,635621
2015-12-28,5328,Keemstar,0
2015-12-29,5887,Keemstar,980155
2015-12-30,4281,Keemstar,694849
2015-12-31,6429,Keemstar,784236
2016-01-01,5433,Keemstar,695244
2016-01-02,6178,Keemstar,831650
2016-01-03,7890,Keemstar,795877
2016-01-04,5463,Keemstar,765615
2016-01-05,4636,Keemstar,742178
2016-01-06,3348,Keemstar,663620
2016-01-07,1913,Keemstar,605403
2016-01-08,-521,Keemstar,500104
2016-01-09,5860,Keemstar,266840
2016-01-10,4799,Keemstar,990602
2016-01-11,6659,Keemstar,0
2016-01-12,6333,Keemstar,1627589
2016-01-13,6245,Keemstar,835046
2016-01-14,5404,Keemstar,909124
2016-01-15,7554,Keemstar,873872
2016-01-16,6629,Keemstar,836956
2016-01-17,9326,Keemstar,0
2016-01-18,6056,Keemstar,2113743
2016-01-19,7181,Keemstar,958529
2016-01-20,4277,Keemstar,777321
2016-01-21,4461,Keemstar,659845
2016-01-22,4918,Keemstar,692702
2016-01-23,3148,Keemstar,662042
2016-01-24,3553,Keemstar,522221
2016-01-25,3376,Keemstar,-4027
2016-01-26,2657,Keemstar,606921
2016-01-27,3471,Keemstar,422148
2016-01-28,2217,Keemstar,375200
2016-01-29,3224,Keemstar,272552
2016-01-30,8077,Keemstar,422361
2016-01-31,7054,Keemstar,682487
2016-02-01,4799,Keemstar,0
2016-02-02,4135,Keemstar,489303
2016-02-03,3848,Keemstar,755290
2016-02-04,3446,Keemstar,500253
2016-02-05,3867,Keemstar,486448
2016-02-06,4611,Keemstar,601680
2016-02-07,4642,Keemstar,658848
2016-02-08,8342,Keemstar,0
2016-02-09,8091,Keemstar,1331137
2016-02-10,7311,Keemstar,805277
2016-02-11,7163,Keemstar,380612
2016-02-12,6693,Keemstar,863605
2016-02-13,4335,Keemstar,507381
2016-02-14,3911,Keemstar,367350
2016-02-15,3727,Keemstar,0
2016-02-16,-913,Keemstar,546416
2016-02-17,2865,Keemstar,402497
2016-02-18,2814,Keemstar,471942
2016-02-19,3832,Keemstar,558933
2016-02-20,5792,Keemstar,687185
2016-02-21,9160,Keemstar,733845
2016-02-22,10026,Keemstar,0
2016-02-23,13920,Keemstar,1637723
2016-02-24,8013,Keemstar,1117400
2016-02-25,3779,Keemstar,1438785
2016-02-26,4176,Keemstar,593532
2016-02-27,5042,Keemstar,319331
2016-02-28,5217,Keemstar,658081
2016-02-29,4825,Keemstar,0
2016-03-01,4174,Keemstar,1623197
2016-03-02,2939,Keemstar,848667
2016-03-03,2905,Keemstar,526547
2016-03-04,4086,Keemstar,363379
2016-03-05,4196,Keemstar,584579
2016-03-06,3577,Keemstar,642831
2016-03-07,2557,Keemstar,0
2016-03-08,3722,Keemstar,1543783
2016-03-09,6725,Keemstar,535416
2016-03-10,572,Keemstar,622844
2016-03-11,3685,Keemstar,755006
2016-03-12,4120,Keemstar,704677
2016-03-13,3676,Keemstar,677479
2016-03-14,4369,Keemstar,0
2016-03-15,2634,Keemstar,970381
2016-03-16,2302,Keemstar,866151
2016-03-17,2352,Keemstar,596643
2016-03-18,3169,Keemstar,457943
2016-03-19,3197,Keemstar,539717
2016-03-20,6918,Keemstar,499993
2016-03-21,4929,Keemstar,667600
2016-03-22,6191,Keemstar,1392442
2016-03-23,7299,Keemstar,667355
2016-03-24,3698,Keemstar,762658
2016-03-25,4273,Keemstar,1187253
2016-03-26,3653,Keemstar,1077612
2016-03-27,5829,Keemstar,877650
2016-03-28,4290,Keemstar,0
2016-03-29,3905,Keemstar,822161
2016-03-30,2035,Keemstar,1567691
2016-03-31,2974,Keemstar,391052
2016-04-01,3244,Keemstar,538497
2016-04-02,3241,Keemstar,556636
2016-04-03,3102,Keemstar,0
2016-04-04,10951,Keemstar,580976
2016-04-05,23851,Keemstar,872135
2016-04-06,13927,Keemstar,1022858
2016-04-07,12856,Keemstar,0
2016-04-08,11543,Keemstar,2549093
2016-04-09,18945,Keemstar,1251330
2016-04-10,20906,Keemstar,1594662
2016-04-11,13232,Keemstar,0
2016-04-12,11530,Keemstar,3646924
2016-04-13,7053,Keemstar,1454919
2016-04-14,4398,Keemstar,1144330
2016-04-15,4465,Keemstar,944950
2016-04-16,12980,Keemstar,774558
2016-04-17,10129,Keemstar,852374
2016-04-18,7911,Keemstar,1298653
2016-04-19,7049,Keemstar,1865169
2016-04-20,4329,Keemstar,1341248
2016-04-21,4315,Keemstar,835245
2016-04-22,4594,Keemstar,1066485
2016-04-23,4647,Keemstar,471965
2016-04-24,3829,Keemstar,501342
2016-04-25,3283,Keemstar,459261
2016-04-26,3123,Keemstar,730634
2016-04-27,2232,Keemstar,962069
2016-04-28,3205,Keemstar,546170
2016-04-29,3782,Keemstar,650932
2016-04-30,5954,Keemstar,487878
2016-05-01,5286,Keemstar,817656
2016-05-02,5159,Keemstar,1018412
2016-05-03,8245,Keemstar,1069544
2016-05-04,5659,Keemstar,1157354
2016-05-05,3379,Keemstar,1791023
2016-05-06,10751,Keemstar,878504
2016-05-07,6433,Keemstar,826270
2016-05-08,7591,Keemstar,880384
2016-05-09,5552,Keemstar,1069837
2016-05-10,6764,Keemstar,1192265
2016-05-11,4624,Keemstar,891624
2016-05-12,2948,Keemstar,0
2016-05-13,3649,Keemstar,1237158
2016-05-14,3014,Keemstar,739118
2016-05-15,3386,Keemstar,931030
2016-05-16,2900,Keemstar,0
2016-05-17,3144,Keemstar,2042479
2016-05-18,2858,Keemstar,952371
2016-05-19,2660,Keemstar,918697
2016-05-20,3445,Keemstar,590389
2016-05-21,3164,Keemstar,686584
2016-05-22,2663,Keemstar,663037
2016-05-23,2444,Keemstar,314062
2016-05-24,5030,Keemstar,250071
2016-05-25,4403,Keemstar,729632
2016-05-26,3616,Keemstar,888669
2016-05-27,3481,Keemstar,699503
2016-05-28,3186,Keemstar,812983
2016-05-29,5104,Keemstar,862183
2016-05-30,4594,Keemstar,0
2016-05-31,6396,Keemstar,1226702
2016-06-01,5481,Keemstar,1026535
2016-06-02,9339,Keemstar,1097257
2016-06-03,6224,Keemstar,1589930
2016-06-04,5522,Keemstar,762884
2016-06-05,4771,Keemstar,1164395
2016-06-06,4984,Keemstar,972074
2016-06-07,5089,Keemstar,1110834
2016-06-08,-5533,Keemstar,898691
2016-06-09,-11950,Keemstar,933051
2016-06-10,8818,Keemstar,1591896
2016-06-11,6940,Keemstar,-421014
2016-06-12,5524,Keemstar,3338097
2016-06-13,-21494,Keemstar,0
2016-06-14,-14571,Keemstar,2505137
2016-06-15,-6962,Keemstar,0
2016-06-16,-2290,Keemstar,1696699
2016-06-17,-1542,Keemstar,1037467
2016-06-18,-3866,Keemstar,0
2016-06-19,-23931,Keemstar,2180625
2016-06-20,-4892,Keemstar,1276677
2016-06-21,-1526,Keemstar,1724530
2016-06-22,-4094,Keemstar,1278394
2016-06-23,-972,Keemstar,1148727
2016-06-24,-20471,Keemstar,1576900
2016-06-25,-33425,Keemstar,1171355
2016-06-26,-8444,Keemstar,1129102
2016-06-27,-42079,Keemstar,0
2016-06-28,-10006,Keemstar,1844890
2016-06-29,-2035,Keemstar,920910
2016-06-30,-2175,Keemstar,1291351
2016-07-01,-2312,Keemstar,753656
2016-07-02,-1918,Keemstar,755574
2016-07-03,-3083,Keemstar,772915
2016-07-04,-3443,Keemstar,661000
2016-07-05,11,Keemstar,1042310
2016-07-06,218,Keemstar,1184063
2016-07-07,-930,Keemstar,987204
2016-07-08,-2065,Keemstar,1075583
2016-07-09,-2351,Keemstar,1051577
2016-07-10,2291,Keemstar,1269763
2016-07-11,4423,Keemstar,0
2016-07-12,-2422,Keemstar,2762853
2016-07-13,1357,Keemstar,1261816
2016-07-14,2392,Keemstar,693727
2016-07-15,816,Keemstar,1271849
2016-07-16,1000,Keemstar,684199
2016-07-17,582,Keemstar,687839
2016-07-18,821,Keemstar,0
2016-07-19,-372,Keemstar,1477779
2016-07-20,446,Keemstar,629896
2016-07-21,862,Keemstar,792533
2016-07-22,774,Keemstar,649831
2016-07-23,1193,Keemstar,448240
2016-07-24,1132,Keemstar,276389
2016-07-25,653,Keemstar,0
2016-07-26,854,Keemstar,605567
2016-07-27,-562,Keemstar,259896
2016-07-28,-60,Keemstar,240763
2016-07-29,1289,Keemstar,465046
2016-07-30,1436,Keemstar,668205
2016-07-31,454,Keemstar,336341
2016-08-01,655,Keemstar,0
2016-08-02,189,Keemstar,1146735
2016-08-03,589,Keemstar,649808
2016-08-04,429,Keemstar,592371
2016-08-05,59,Keemstar,599967
2016-08-06,1066,Keemstar,598112
2016-08-07,1018,Keemstar,-9078
2016-08-08,1424,Keemstar,0
2016-08-09,1354,Keemstar,1381971
2016-08-10,1734,Keemstar,0
2016-08-11,1515,Keemstar,845196
2016-08-12,864,Keemstar,562172
2016-08-13,-5045,Keemstar,739354
2016-08-14,-1191,Keemstar,860792
2016-08-15,663,Keemstar,0
2016-08-16,1078,Keemstar,1836744
2016-08-17,1065,Keemstar,552258
2016-08-18,970,Keemstar,539023
2016-08-19,652,Keemstar,536467
2016-08-20,1602,Keemstar,374119
2016-08-21,1631,Keemstar,453212
2016-08-22,1577,Keemstar,481046
2016-08-23,1449,Keemstar,379596
2016-08-24,1704,Keemstar,516617
2016-08-25,1783,Keemstar,319660
2016-08-26,2000,Keemstar,525878
2016-08-27,1493,Keemstar,565148
2016-08-28,1708,Keemstar,587596
2016-08-29,2115,Keemstar,0
2016-08-30,2352,Keemstar,1043348
2016-08-31,3158,Keemstar,623899
2016-09-01,1826,Keemstar,842209
2016-09-02,1735,Keemstar,645744
2016-09-03,2049,Keemstar,0
2016-09-04,2493,Keemstar,991842
2016-09-05,2287,Keemstar,0
2016-09-06,2351,Keemstar,1542652
2016-09-07,1436,Keemstar,659538
2016-09-08,941,Keemstar,365532
2016-09-09,1490,Keemstar,311667
2016-09-10,12746,Keemstar,476664
2016-09-11,7908,Keemstar,628394
2016-09-12,5958,Keemstar,919907
2016-09-13,3330,Keemstar,1113982
2016-09-14,3249,Keemstar,1040463
2016-09-15,2691,Keemstar,680835
2016-09-16,3852,Keemstar,647335
2016-09-17,3996,Keemstar,804698
2016-09-18,3359,Keemstar,664862
2016-09-19,3496,Keemstar,571552
2016-09-20,4883,Keemstar,680143
2016-09-21,2488,Keemstar,1004169
2016-09-22,1942,Keemstar,493282
2016-09-23,2367,Keemstar,485935
2016-09-24,3306,Keemstar,344978
2016-09-25,3246,Keemstar,209828
2016-09-26,3468,Keemstar,534647
2016-09-27,4154,Keemstar,614394
2016-09-28,2449,Keemstar,458659
2016-09-29,1863,Keemstar,434371
2016-09-30,2342,Keemstar,172139
2016-10-01,3096,Keemstar,387997
2016-10-02,8611,Keemstar,434490
2016-10-03,9588,Keemstar,1269768
2016-10-04,5994,Keemstar,890776
2016-10-05,2871,Keemstar,608633
2016-10-06,2663,Keemstar,650163
2016-10-07,2378,Keemstar,199578
2016-10-08,1770,Keemstar,574755
2016-10-09,1873,Keemstar,158943
2016-10-10,1344,Keemstar,154655
2016-10-11,2320,Keemstar,133868
2016-10-12,1872,Keemstar,406165
2016-10-13,1389,Keemstar,362052
2016-10-14,2092,Keemstar,379505
2016-10-15,1956,Keemstar,266011
2016-10-16,1446,Keemstar,541105
2016-10-17,1018,Keemstar,209388
2016-10-18,1842,Keemstar,402036
2016-10-19,2385,Keemstar,521376
2016-10-20,1452,Keemstar,577789
2016-10-21,1692,Keemstar,465814
2016-10-22,2066,Keemstar,304004
2016-10-23,1770,Keemstar,426726
2016-10-24,1533,Keemstar,626932
2016-10-25,1353,Keemstar,302713
2016-10-26,972,Keemstar,122392
2016-10-27,396,Keemstar,326397
2016-10-28,1787,Keemstar,496324
2016-10-29,1921,Keemstar,484466
2016-10-30,833,Keemstar,91955
2016-10-31,1003,Keemstar,1042067
2016-11-01,-981,Keemstar,0
2016-11-02,612,Keemstar,460423
2016-11-03,893,Keemstar,479258
2016-11-04,658,Keemstar,910262
2016-11-05,745,Keemstar,-221129
2016-11-06,482,Keemstar,505068
2016-11-07,559,Keemstar,508697
2016-11-08,-178,Keemstar,704654
2016-11-09,1199,Keemstar,0
2016-11-10,-30,Keemstar,475290
2016-11-11,329,Keemstar,142638
2016-11-12,491,Keemstar,750030
2016-11-13,180,Keemstar,559106
2016-11-14,674,Keemstar,840012
2016-11-15,928,Keemstar,374524
2016-11-16,360,Keemstar,343898
2016-11-17,868,Keemstar,239702
2016-11-18,744,Keemstar,411884
2016-11-19,787,Keemstar,0
2016-11-20,669,Keemstar,476872
2016-11-21,804,Keemstar,374774
2016-11-22,942,Keemstar,0
2016-11-23,659,Keemstar,332745
2016-11-24,753,Keemstar,321827
2016-11-25,661,Keemstar,426216
2016-11-26,941,Keemstar,259941
2016-11-27,1996,Keemstar,0
2016-11-28,2559,Keemstar,1089557
2016-11-29,1632,Keemstar,-44894
2016-11-30,2205,Keemstar,0
2016-12-01,-240,Keemstar,0
2016-12-02,1196,Keemstar,0
2016-12-03,1767,Keemstar,0
2016-12-04,2966,Keemstar,1418354
2016-12-05,2466,Keemstar,924956
2016-12-06,1912,Keemstar,490692
2016-12-07,1798,Keemstar,266614
2016-12-08,1293,Keemstar,333529
2016-12-09,911,Keemstar,273545
2016-12-10,663,Keemstar,274359
2016-12-11,964,Keemstar,525260
2016-12-12,397,Keemstar,310880
2016-12-13,566,Keemstar,107715
2016-12-14,671,Keemstar,88543
2016-12-15,535,Keemstar,387762
2016-12-16,787,Keemstar,0
2016-12-17,1264,Keemstar,668897
2016-12-18,1345,Keemstar,127116
2016-12-19,1035,Keemstar,128632
2016-12-20,1141,Keemstar,365238
2016-12-21,2018,Keemstar,477386
2016-12-22,2651,Keemstar,1232108
2016-12-23,1133,Keemstar,349357
2016-12-24,1346,Keemstar,488518
2016-12-25,1189,Keemstar,0
2016-12-26,1370,Keemstar,266706
2016-12-27,1811,Keemstar,369970
2016-12-28,1342,Keemstar,1096212
2016-12-29,1626,Keemstar,400417
2016-12-30,1956,Keemstar,0
2016-12-31,2132,Keemstar,799185
2017-01-01,2430,Keemstar,0
2017-01-02,1776,Keemstar,587326
2017-01-03,1831,Keemstar,681603
2017-01-04,1458,Keemstar,353947
2017-01-05,1268,Keemstar,430117
2017-01-06,733,Keemstar,301599
2017-01-07,1878,Keemstar,685822
2017-01-08,951,Keemstar,415728
2017-01-09,82,Keemstar,191977
2017-01-10,662,Keemstar,703429
2017-01-11,778,Keemstar,0
2017-01-12,357,Keemstar,248178
2017-01-13,190,Keemstar,2645388
2017-01-14,586,Keemstar,4444850
