Notes,State,State Code,Year,Year Code,Deaths,Population,Crude_Rate,Rate
,Wisconsin,55,2008,2008,344,5640996,6.1,6.098213862
,Wisconsin,55,2009,2009,345,5669264,6.1,6.085446012
,Wisconsin,55,2010,2010,378,5686986,6.6,6.646754537
,Wisconsin,55,2011,2011,351,5711767,6.1,6.145208654
,Wisconsin,55,2012,2012,348,5726398,6.1,6.077118635
,Wisconsin,55,2013,2013,437,5742713,7.6,7.609643735
,Wisconsin,55,2014,2014,352,5757564,6.1,6.113696695
,Wisconsin,55,2015,2015,424,5771337,7.3,7.346651218
,Wisconsin,55,2016,2016,455,5778708,7.9,7.873732329
,Wisconsin,55,2017,2017,435,5795483,7.5,7.505845501
,Wisconsin,55,2018,2018,420,5813568,7.2,7.224479012
Total,Wisconsin,55,,,7074,112370947,6.3,6.295221486
,Wyoming,56,1999,1999,63,491780,12.8,12.81060637
,Wyoming,56,2000,2000,50,493782,10.1,10.12592602
,Wyoming,56,2001,2001,61,494657,12.3,12.33177737
,Wyoming,56,2002,2002,82,500017,16.4,16.39944242
,Wyoming,56,2003,2003,75,503453,14.9,14.89712049
,Wyoming,56,2004,2004,48,509106,9.4,9.428291947
,Wyoming,56,2005,2005,56,514157,10.9,10.89161482
,Wyoming,56,2006,2006,72,522667,13.8,13.77550142
,Wyoming,56,2007,2007,67,534876,12.5,12.52626777
,Wyoming,56,2008,2008,87,546043,15.9,15.93281115
,Wyoming,56,2009,2009,82,559851,14.6,14.64675423
,Wyoming,56,2010,2010,83,563626,14.7,14.72607722
,Wyoming,56,2011,2011,84,568158,14.8,14.78461977
,Wyoming,56,2012,2012,102,576412,17.7,17.69567601
,Wyoming,56,2013,2013,89,582658,15.3,15.27482674
,Wyoming,56,2014,2014,78,584153,13.4,13.35266617
,Wyoming,56,2015,2015,95,586107,16.2,16.2086445
,Wyoming,56,2016,2016,87,585501,14.9,14.85906941
,Wyoming,56,2017,2017,99,579315,17.1,17.08914839
,Wyoming,56,2018,2018,108,577737,18.7,18.69362703
Total,Wyoming,56,,,1568,10874056,14.4,14.4196425
Total,,,,,384865,6088633001,6.3,6.321041192
---,,,,,,,,
