month,state,totals,year
11/1/2016,Arkansas,26901,2016
11/1/2016,California,224039,2016
11/1/2016,Colorado,54418,2016
11/1/2016,Connecticut,17223,2016
11/1/2016,Delaware,5791,2016
11/1/2016,District of Columbia,56,2016
11/1/2016,Florida,134638,2016
11/1/2016,Georgia,58723,2016
11/1/2016,Guam,176,2016
11/1/2016,Hawaii,1347,2016
11/1/2016,Idaho,13965,2016
11/1/2016,Illinois,161604,2016
11/1/2016,Indiana,92535,2016
11/1/2016,Iowa,18540,2016
11/1/2016,Kansas,22646,2016
11/1/2016,Kentucky,330444,2016
11/1/2016,Louisiana,39979,2016
11/1/2016,Maine,10506,2016
11/1/2016,Mariana Islands,4,2016
11/1/2016,Maryland,17647,2016
11/1/2016,Massachusetts,21581,2016
11/1/2016,Michigan,56137,2016
11/1/2016,Minnesota,62666,2016
11/1/2016,Mississippi,29113,2016
11/1/2016,Missouri,57501,2016
11/1/2016,Montana,12074,2016
11/1/2016,Nebraska,9086,2016
11/1/2016,Nevada,14476,2016
11/1/2016,New Hampshire,15256,2016
11/1/2016,New Jersey,11317,2016
11/1/2016,New Mexico,15116,2016
11/1/2016,New York,43009,2016
11/1/2016,North Carolina,59658,2016
11/1/2016,North Dakota,6494,2016
11/1/2016,Ohio,88928,2016
11/1/2016,Oklahoma,40123,2016
11/1/2016,Oregon,33555,2016
11/1/2016,Pennsylvania,118378,2016
11/1/2016,Puerto Rico,1590,2016
11/1/2016,Rhode Island,2658,2016
11/1/2016,South Carolina,39711,2016
11/1/2016,South Dakota,11622,2016
11/1/2016,Tennessee,74722,2016
11/1/2016,Texas,157519,2016
11/1/2016,Utah,26928,2016
11/1/2016,Vermont,3503,2016
11/1/2016,Virgin Islands,76,2016
11/1/2016,Virginia,58362,2016
11/1/2016,Washington,56963,2016
11/1/2016,West Virginia,25378,2016
11/1/2016,Wisconsin,65277,2016
11/1/2016,Wyoming,5814,2016
10/1/2016,Alabama,43251,2016
10/1/2016,Alaska,9383,2016
10/1/2016,Arizona,34134,2016
10/1/2016,Arkansas,22709,2016
10/1/2016,California,180968,2016
10/1/2016,Colorado,45337,2016
10/1/2016,Connecticut,16048,2016
10/1/2016,Delaware,5757,2016
10/1/2016,District of Columbia,61,2016
10/1/2016,Florida,111657,2016
10/1/2016,Georgia,48308,2016
10/1/2016,Guam,220,2016
10/1/2016,Hawaii,1277,2016
10/1/2016,Idaho,14160,2016
10/1/2016,Illinois,169348,2016
10/1/2016,Indiana,72085,2016
10/1/2016,Iowa,14908,2016
10/1/2016,Kansas,17656,2016
10/1/2016,Kentucky,378973,2016
10/1/2016,Louisiana,32820,2016
10/1/2016,Maine,12954,2016
10/1/2016,Mariana Islands,1,2016
10/1/2016,Maryland,14405,2016
10/1/2016,Massachusetts,19500,2016
10/1/2016,Michigan,49099,2016
10/1/2016,Minnesota,70854,2016
10/1/2016,Mississippi,21433,2016
10/1/2016,Missouri,50651,2016
10/1/2016,Montana,13411,2016
10/1/2016,Nebraska,7834,2016
10/1/2016,Nevada,12026,2016
10/1/2016,New Hampshire,15045,2016
10/1/2016,New Jersey,10175,2016
10/1/2016,New Mexico,13089,2016
10/1/2016,New York,37907,2016
10/1/2016,North Carolina,49372,2016
10/1/2016,North Dakota,7283,2016
10/1/2016,Ohio,71864,2016
10/1/2016,Oklahoma,28578,2016
10/1/2016,Oregon,28948,2016
10/1/2016,Pennsylvania,103095,2016
10/1/2016,Puerto Rico,1429,2016
10/1/2016,Rhode Island,2448,2016
10/1/2016,South Carolina,31780,2016
10/1/2016,South Dakota,12670,2016
10/1/2016,Tennessee,56652,2016
10/1/2016,Texas,144467,2016
10/1/2016,Utah,23339,2016
10/1/2016,Vermont,3769,2016
10/1/2016,Virgin Islands,66,2016
10/1/2016,Virginia,46862,2016
10/1/2016,Washington,57746,2016
10/1/2016,West Virginia,20035,2016
10/1/2016,Wisconsin,63442,2016
10/1/2016,Wyoming,5228,2016
9/1/2016,Alabama,41336,2016
9/1/2016,Alaska,6867,2016
9/1/2016,Arizona,33390,2016
9/1/2016,Arkansas,18826,2016
9/1/2016,California,159077,2016
9/1/2016,Colorado,40013,2016
9/1/2016,Connecticut,14955,2016
9/1/2016,Delaware,4160,2016
9/1/2016,District of Columbia,52,2016
9/1/2016,Florida,102843,2016
9/1/2016,Georgia,41621,2016
9/1/2016,Guam,189,2016
9/1/2016,Hawaii,1247,2016
9/1/2016,Idaho,12611,2016
9/1/2016,Illinois,127535,2016
9/1/2016,Indiana,63820,2016
9/1/2016,Iowa,12094,2016
9/1/2016,Kansas,14051,2016
9/1/2016,Kentucky,298753,2016
9/1/2016,Louisiana,33656,2016
9/1/2016,Maine,10550,2016
9/1/2016,Mariana Islands,1,2016
9/1/2016,Maryland,12161,2016
9/1/2016,Massachusetts,17481,2016
9/1/2016,Michigan,41363,2016
9/1/2016,Minnesota,58507,2016
9/1/2016,Mississippi,19705,2016
9/1/2016,Missouri,41437,2016
9/1/2016,Montana,11479,2016
9/1/2016,Nebraska,6099,2016
9/1/2016,Nevada,10434,2016
9/1/2016,New Hampshire,13329,2016
9/1/2016,New Jersey,9309,2016
9/1/2016,New Mexico,11867,2016
9/1/2016,New York,33599,2016
9/1/2016,North Carolina,46452,2016
9/1/2016,North Dakota,5883,2016
9/1/2016,Ohio,58828,2016
9/1/2016,Oklahoma,25309,2016
9/1/2016,Oregon,26487,2016
9/1/2016,Pennsylvania,86424,2016
9/1/2016,Puerto Rico,1383,2016
9/1/2016,Rhode Island,2052,2016
9/1/2016,South Carolina,28988,2016
9/1/2016,South Dakota,9284,2016
9/1/2016,Tennessee,48546,2016
9/1/2016,Texas,126694,2016
9/1/2016,Utah,19914,2016
9/1/2016,Vermont,3130,2016
9/1/2016,Virgin Islands,75,2016
9/1/2016,Virginia,38779,2016
9/1/2016,Washington,48147,2016
9/1/2016,West Virginia,18079,2016
9/1/2016,Wisconsin,59639,2016
9/1/2016,Wyoming,5086,2016
8/1/2016,Alabama,42455,2016
8/1/2016,Alaska,7194,2016
8/1/2016,Arizona,33422,2016
8/1/2016,Arkansas,21692,2016
8/1/2016,California,176770,2016
8/1/2016,Colorado,40996,2016
8/1/2016,Connecticut,27353,2016
8/1/2016,Delaware,4169,2016
8/1/2016,District of Columbia,62,2016
8/1/2016,Florida,114446,2016
8/1/2016,Georgia,44370,2016
8/1/2016,Guam,170,2016
8/1/2016,Hawaii,1305,2016
8/1/2016,Idaho,11635,2016
8/1/2016,Illinois,185912,2016
8/1/2016,Indiana,79202,2016
8/1/2016,Iowa,12518,2016
8/1/2016,Kansas,13770,2016
8/1/2016,Kentucky,29746,2016
8/1/2016,Louisiana,30716,2016
8/1/2016,Maine,8204,2016
8/1/2016,Mariana Islands,3,2016
8/1/2016,Maryland,12510,2016
8/1/2016,Massachusetts,18138,2016
8/1/2016,Michigan,41493,2016
8/1/2016,Minnesota,51700,2016
8/1/2016,Mississippi,26351,2016
8/1/2016,Missouri,44182,2016
8/1/2016,Montana,10672,2016
8/1/2016,Nebraska,6405,2016
8/1/2016,Nevada,10520,2016
8/1/2016,New Hampshire,12039,2016
8/1/2016,New Jersey,9728,2016
8/1/2016,New Mexico,12341,2016
8/1/2016,New York,30808,2016
8/1/2016,North Carolina,46518,2016
8/1/2016,North Dakota,5461,2016
8/1/2016,Ohio,62418,2016
8/1/2016,Oklahoma,25927,2016
8/1/2016,Oregon,22911,2016
8/1/2016,Pennsylvania,86652,2016
8/1/2016,Puerto Rico,1370,2016
8/1/2016,Rhode Island,2090,2016
8/1/2016,South Carolina,31389,2016
8/1/2016,South Dakota,7873,2016
8/1/2016,Tennessee,60971,2016
8/1/2016,Texas,124608,2016
8/1/2016,Utah,21178,2016
8/1/2016,Vermont,2724,2016
8/1/2016,Virgin Islands,90,2016
8/1/2016,Virginia,38667,2016
8/1/2016,Washington,46645,2016
8/1/2016,West Virginia,17315,2016
8/1/2016,Wisconsin,53689,2016
8/1/2016,Wyoming,5295,2016
7/1/2016,Alabama,48927,2016
7/1/2016,Alaska,6793,2016
7/1/2016,Arizona,34496,2016
7/1/2016,Arkansas,19378,2016
7/1/2016,California,190218,2016
7/1/2016,Colorado,43094,2016
7/1/2016,Connecticut,29755,2016
7/1/2016,Delaware,4494,2016
7/1/2016,District of Columbia,60,2016
7/1/2016,Florida,125208,2016
7/1/2016,Georgia,49183,2016
7/1/2016,Guam,173,2016
7/1/2016,Hawaii,1565,2016
7/1/2016,Idaho,12154,2016
7/1/2016,Illinois,168227,2016
7/1/2016,Indiana,88340,2016
7/1/2016,Iowa,11937,2016
7/1/2016,Kansas,14140,2016
7/1/2016,Kentucky,363085,2016
7/1/2016,Louisiana,41063,2016
7/1/2016,Maine,7702,2016
7/1/2016,Mariana Islands,1,2016
7/1/2016,Maryland,12228,2016
7/1/2016,Massachusetts,20480,2016
7/1/2016,Michigan,40142,2016
7/1/2016,Minnesota,43368,2016
7/1/2016,Mississippi,21907,2016
7/1/2016,Missouri,46637,2016
7/1/2016,Montana,9869,2016
7/1/2016,Nebraska,5429,2016
7/1/2016,Nevada,11785,2016
7/1/2016,New Hampshire,13068,2016
7/1/2016,New Jersey,10074,2016
7/1/2016,New Mexico,12219,2016
7/1/2016,New York,29513,2016
7/1/2016,North Carolina,44123,2016
7/1/2016,North Dakota,5470,2016
7/1/2016,Ohio,63148,2016
7/1/2016,Oklahoma,25946,2016
7/1/2016,Oregon,24813,2016
7/1/2016,Pennsylvania,86137,2016
7/1/2016,Puerto Rico,1331,2016
7/1/2016,Rhode Island,2368,2016
7/1/2016,South Carolina,32730,2016
7/1/2016,South Dakota,7406,2016
7/1/2016,Tennessee,57653,2016
7/1/2016,Texas,127207,2016
7/1/2016,Utah,17608,2016
7/1/2016,Vermont,2674,2016
7/1/2016,Virgin Islands,105,2016
7/1/2016,Virginia,43574,2016
7/1/2016,Washington,47887,2016
7/1/2016,West Virginia,16791,2016
7/1/2016,Wisconsin,38922,2016
7/1/2016,Wyoming,4585,2016
6/1/2016,Alabama,44976,2016
6/1/2016,Alaska,7406,2016
6/1/2016,Arizona,32540,2016
6/1/2016,Arkansas,18779,2016
6/1/2016,California,173846,2016
6/1/2016,Colorado,41134,2016
6/1/2016,Connecticut,33475,2016
6/1/2016,Delaware,4987,2016
6/1/2016,District of Columbia,72,2016
6/1/2016,Florida,125567,2016
6/1/2016,Georgia,42626,2016
6/1/2016,Guam,164,2016
6/1/2016,Hawaii,1754,2016
6/1/2016,Idaho,12947,2016
6/1/2016,Illinois,164500,2016
6/1/2016,Indiana,94326,2016
6/1/2016,Iowa,12209,2016
6/1/2016,Kansas,12364,2016
6/1/2016,Kentucky,360293,2016
6/1/2016,Louisiana,26278,2016
6/1/2016,Maine,7858,2016
6/1/2016,Mariana Islands,1,2016
6/1/2016,Maryland,11647,2016
6/1/2016,Massachusetts,17743,2016
6/1/2016,Michigan,39580,2016
6/1/2016,Minnesota,47916,2016
6/1/2016,Mississippi,17507,2016
6/1/2016,Missouri,45384,2016
6/1/2016,Montana,10610,2016
6/1/2016,Nebraska,5777,2016
6/1/2016,Nevada,11771,2016
6/1/2016,New Hampshire,12661,2016
6/1/2016,New Jersey,10806,2016
6/1/2016,New Mexico,12560,2016
6/1/2016,New York,28472,2016
6/1/2016,North Carolina,44535,2016
6/1/2016,North Dakota,6568,2016
6/1/2016,Ohio,60366,2016
6/1/2016,Oklahoma,26167,2016
6/1/2016,Oregon,25502,2016
6/1/2016,Pennsylvania,80806,2016
6/1/2016,Puerto Rico,1298,2016
6/1/2016,Rhode Island,2302,2016
6/1/2016,South Carolina,30209,2016
6/1/2016,South Dakota,7519,2016
6/1/2016,Tennessee,56218,2016
6/1/2016,Texas,120263,2016
6/1/2016,Utah,28189,2016
6/1/2016,Vermont,2688,2016
6/1/2016,Virgin Islands,106,2016
6/1/2016,Virginia,37593,2016
6/1/2016,Washington,50487,2016
6/1/2016,West Virginia,16423,2016
6/1/2016,Wisconsin,30747,2016
6/1/2016,Wyoming,4812,2016
5/1/2016,Alabama,36157,2016
5/1/2016,Alaska,5991,2016
5/1/2016,Arizona,28671,2016
5/1/2016,Arkansas,16422,2016
5/1/2016,California,166035,2016
5/1/2016,Colorado,36512,2016
5/1/2016,Connecticut,29247,2016
5/1/2016,Delaware,4355,2016
5/1/2016,District of Columbia,110,2016
5/1/2016,Florida,94732,2016
5/1/2016,Georgia,33740,2016
5/1/2016,Guam,194,2016
5/1/2016,Hawaii,1316,2016
5/1/2016,Idaho,8658,2016
5/1/2016,Illinois,119574,2016
5/1/2016,Indiana,119897,2016
5/1/2016,Iowa,12578,2016
5/1/2016,Kansas,10559,2016
5/1/2016,Kentucky,321666,2016
5/1/2016,Louisiana,20462,2016
5/1/2016,Maine,6572,2016
5/1/2016,Mariana Islands,1,2016
5/1/2016,Maryland,11176,2016
5/1/2016,Massachusetts,15449,2016
5/1/2016,Michigan,37823,2016
5/1/2016,Minnesota,42135,2016
5/1/2016,Mississippi,15159,2016
5/1/2016,Missouri,40752,2016
5/1/2016,Montana,9551,2016
5/1/2016,Nebraska,4956,2016
5/1/2016,Nevada,10105,2016
5/1/2016,New Hampshire,10869,2016
5/1/2016,New Jersey,9770,2016
5/1/2016,New Mexico,10847,2016
5/1/2016,New York,26336,2016
5/1/2016,North Carolina,38727,2016
5/1/2016,North Dakota,4620,2016
5/1/2016,Ohio,58406,2016
5/1/2016,Oklahoma,21379,2016
5/1/2016,Oregon,21266,2016
5/1/2016,Pennsylvania,70244,2016
5/1/2016,Puerto Rico,1202,2016
5/1/2016,Rhode Island,1648,2016
5/1/2016,South Carolina,24923,2016
5/1/2016,South Dakota,6403,2016
5/1/2016,Tennessee,44044,2016
5/1/2016,Texas,104134,2016
5/1/2016,Utah,24045,2016
5/1/2016,Vermont,2247,2016
5/1/2016,Virgin Islands,112,2016
5/1/2016,Virginia,30787,2016
5/1/2016,Washington,41282,2016
5/1/2016,West Virginia,14918,2016
5/1/2016,Wisconsin,27431,2016
5/1/2016,Wyoming,4504,2016
4/1/2016,Alabama,41239,2016
4/1/2016,Alaska,6867,2016
4/1/2016,Arizona,32005,2016
4/1/2016,Arkansas,19048,2016
4/1/2016,California,171256,2016
4/1/2016,Colorado,41636,2016
4/1/2016,Connecticut,32657,2016
4/1/2016,Delaware,4316,2016
4/1/2016,District of Columbia,69,2016
4/1/2016,Florida,104114,2016
4/1/2016,Georgia,41265,2016
4/1/2016,Guam,160,2016
4/1/2016,Hawaii,1453,2016
4/1/2016,Idaho,10638,2016
4/1/2016,Illinois,154306,2016
4/1/2016,Indiana,126579,2016
4/1/2016,Iowa,15435,2016
4/1/2016,Kansas,13227,2016
4/1/2016,Kentucky,306214,2016
4/1/2016,Louisiana,23719,2016
4/1/2016,Maine,8567,2016
4/1/2016,Mariana Islands,0,2016
4/1/2016,Maryland,13007,2016
4/1/2016,Massachusetts,17505,2016
4/1/2016,Michigan,48163,2016
4/1/2016,Minnesota,57100,2016
4/1/2016,Mississippi,17182,2016
4/1/2016,Missouri,49098,2016
4/1/2016,Montana,10728,2016
4/1/2016,Nebraska,6280,2016
4/1/2016,Nevada,11803,2016
4/1/2016,New Hampshire,12630,2016
4/1/2016,New Jersey,10465,2016
4/1/2016,New Mexico,12421,2016
4/1/2016,New York,31789,2016
4/1/2016,North Carolina,43592,2016
4/1/2016,North Dakota,6039,2016
4/1/2016,Ohio,71881,2016
4/1/2016,Oklahoma,26489,2016
4/1/2016,Oregon,23132,2016
4/1/2016,Pennsylvania,88140,2016
4/1/2016,Puerto Rico,1185,2016
4/1/2016,Rhode Island,2125,2016
4/1/2016,South Carolina,30929,2016
4/1/2016,South Dakota,8275,2016
4/1/2016,Tennessee,57837,2016
4/1/2016,Texas,126292,2016
4/1/2016,Utah,30706,2016
4/1/2016,Vermont,3220,2016
4/1/2016,Virgin Islands,85,2016
4/1/2016,Virginia,36219,2016
4/1/2016,Washington,65565,2016
4/1/2016,West Virginia,17825,2016
4/1/2016,Wisconsin,38403,2016
4/1/2016,Wyoming,5029,2016
3/1/2016,Alabama,55486,2016
3/1/2016,Alaska,6982,2016
3/1/2016,Arizona,35795,2016
3/1/2016,Arkansas,24390,2016
3/1/2016,California,201041,2016
3/1/2016,Colorado,46430,2016
3/1/2016,Connecticut,35332,2016
3/1/2016,Delaware,4986,2016
3/1/2016,District of Columbia,85,2016
3/1/2016,Florida,119207,2016
3/1/2016,Georgia,55396,2016
3/1/2016,Guam,188,2016
3/1/2016,Hawaii,1469,2016
3/1/2016,Idaho,13824,2016
3/1/2016,Illinois,175762,2016
3/1/2016,Indiana,151821,2016
3/1/2016,Iowa,23526,2016
3/1/2016,Kansas,16593,2016
3/1/2016,Kentucky,321318,2016
3/1/2016,Louisiana,26552,2016
3/1/2016,Maine,9429,2016
3/1/2016,Mariana Islands,1,2016
3/1/2016,Maryland,14546,2016
3/1/2016,Massachusetts,20450,2016
3/1/2016,Michigan,59827,2016
3/1/2016,Minnesota,56311,2016
3/1/2016,Mississippi,21727,2016
3/1/2016,Missouri,64449,2016
3/1/2016,Montana,11967,2016
3/1/2016,Nebraska,8315,2016
3/1/2016,Nevada,13550,2016
3/1/2016,New Hampshire,14498,2016
3/1/2016,New Jersey,11138,2016
3/1/2016,New Mexico,13999,2016
3/1/2016,New York,34781,2016
3/1/2016,North Carolina,53581,2016
3/1/2016,North Dakota,6281,2016
3/1/2016,Ohio,85267,2016
3/1/2016,Oklahoma,29112,2016
3/1/2016,Oregon,27093,2016
3/1/2016,Pennsylvania,105145,2016
3/1/2016,Puerto Rico,1188,2016
3/1/2016,Rhode Island,2516,2016
3/1/2016,South Carolina,38503,2016
3/1/2016,South Dakota,9178,2016
3/1/2016,Tennessee,51955,2016
3/1/2016,Texas,152465,2016
3/1/2016,Utah,30548,2016
3/1/2016,Vermont,3861,2016
3/1/2016,Virgin Islands,90,2016
3/1/2016,Virginia,42741,2016
3/1/2016,Washington,126000,2016
3/1/2016,West Virginia,22143,2016
3/1/2016,Wisconsin,44925,2016
3/1/2016,Wyoming,5302,2016
2/1/2016,Alabama,77411,2016
2/1/2016,Alaska,6779,2016
2/1/2016,Arizona,35307,2016
2/1/2016,Arkansas,27506,2016
2/1/2016,California,214844,2016
2/1/2016,Colorado,47302,2016
2/1/2016,Connecticut,32110,2016
2/1/2016,Delaware,5173,2016
2/1/2016,District of Columbia,95,2016
2/1/2016,Florida,132010,2016
2/1/2016,Georgia,66777,2016
2/1/2016,Guam,141,2016
2/1/2016,Hawaii,1424,2016
2/1/2016,Idaho,15520,2016
2/1/2016,Illinois,169908,2016
2/1/2016,Indiana,221556,2016
2/1/2016,Iowa,23728,2016
2/1/2016,Kansas,19817,2016
2/1/2016,Kentucky,266913,2016
2/1/2016,Louisiana,32939,2016
2/1/2016,Maine,9868,2016
2/1/2016,Mariana Islands,1,2016
2/1/2016,Maryland,14735,2016
2/1/2016,Massachusetts,17835,2016
2/1/2016,Michigan,61421,2016
2/1/2016,Minnesota,50144,2016
2/1/2016,Mississippi,28656,2016
2/1/2016,Missouri,67682,2016
2/1/2016,Montana,12644,2016
2/1/2016,Nebraska,8576,2016
2/1/2016,Nevada,14342,2016
2/1/2016,New Hampshire,14577,2016
2/1/2016,New Jersey,9811,2016
2/1/2016,New Mexico,16662,2016
2/1/2016,New York,34195,2016
2/1/2016,North Carolina,58096,2016
2/1/2016,North Dakota,5799,2016
2/1/2016,Ohio,90222,2016
2/1/2016,Oklahoma,37589,2016
2/1/2016,Oregon,28869,2016
2/1/2016,Pennsylvania,104116,2016
2/1/2016,Puerto Rico,1088,2016
2/1/2016,Rhode Island,2392,2016
2/1/2016,South Carolina,39376,2016
2/1/2016,South Dakota,10732,2016
2/1/2016,Tennessee,68503,2016
2/1/2016,Texas,192417,2016
2/1/2016,Utah,22999,2016
2/1/2016,Vermont,4173,2016
2/1/2016,Virgin Islands,115,2016
2/1/2016,Virginia,47955,2016
2/1/2016,Washington,56043,2016
2/1/2016,West Virginia,27216,2016
2/1/2016,Wisconsin,42855,2016
2/1/2016,Wyoming,5703,2016
1/1/2016,Alabama,73218,2016
1/1/2016,Alaska,6085,2016
1/1/2016,Arizona,31910,2016
1/1/2016,Arkansas,20437,2016
1/1/2016,California,220912,2016
1/1/2016,Colorado,48214,2016
1/1/2016,Connecticut,31712,2016
1/1/2016,Delaware,4886,2016
1/1/2016,District of Columbia,82,2016
1/1/2016,Florida,125935,2016
1/1/2016,Georgia,62707,2016
1/1/2016,Guam,176,2016
1/1/2016,Hawaii,1383,2016
1/1/2016,Idaho,13197,2016
1/1/2016,Illinois,189400,2016
1/1/2016,Indiana,230892,2016
1/1/2016,Iowa,26714,2016
1/1/2016,Kansas,19443,2016
1/1/2016,Kentucky,302383,2016
1/1/2016,Louisiana,32192,2016
1/1/2016,Maine,8844,2016
1/1/2016,Mariana Islands,3,2016
1/1/2016,Maryland,13321,2016
1/1/2016,Massachusetts,20208,2016
1/1/2016,Michigan,56723,2016
1/1/2016,Minnesota,50842,2016
1/1/2016,Mississippi,21330,2016
1/1/2016,Missouri,61257,2016
1/1/2016,Montana,10722,2016
1/1/2016,Nebraska,11116,2016
1/1/2016,Nevada,12291,2016
1/1/2016,New Hampshire,16887,2016
1/1/2016,New Jersey,8683,2016
1/1/2016,New Mexico,12577,2016
1/1/2016,New York,34071,2016
1/1/2016,North Carolina,51646,2016
1/1/2016,North Dakota,5877,2016
1/1/2016,Ohio,76218,2016
1/1/2016,Oklahoma,34889,2016
1/1/2016,Oregon,26378,2016
1/1/2016,Pennsylvania,102170,2016
1/1/2016,Puerto Rico,1133,2016
1/1/2016,Rhode Island,2617,2016
1/1/2016,South Carolina,31396,2016
1/1/2016,South Dakota,10220,2016
1/1/2016,Tennessee,62789,2016
1/1/2016,Texas,164088,2016
1/1/2016,Utah,19968,2016
1/1/2016,Vermont,3451,2016
1/1/2016,Virgin Islands,100,2016
1/1/2016,Virginia,44181,2016
1/1/2016,Washington,58050,2016
1/1/2016,West Virginia,18985,2016
1/1/2016,Wisconsin,39561,2016
1/1/2016,Wyoming,5676,2016
12/1/2015,Alabama,120914,2015
12/1/2015,Alaska,11055,2015
12/1/2015,Arizona,47759,2015
12/1/2015,Arkansas,36886,2015
12/1/2015,California,252946,2015
12/1/2015,Colorado,64547,2015
12/1/2015,Connecticut,36673,2015
12/1/2015,Delaware,7670,2015
12/1/2015,District of Columbia,95,2015
12/1/2015,Florida,168935,2015
12/1/2015,Georgia,96508,2015
12/1/2015,Guam,218,2015
12/1/2015,Hawaii,1644,2015
12/1/2015,Idaho,18544,2015
12/1/2015,Illinois,182255,2015
12/1/2015,Indiana,214035,2015
12/1/2015,Iowa,25941,2015
12/1/2015,Kansas,28091,2015
12/1/2015,Kentucky,308824,2015
12/1/2015,Louisiana,59760,2015
12/1/2015,Maine,14076,2015
12/1/2015,Mariana Islands,1,2015
12/1/2015,Maryland,17832,2015
12/1/2015,Massachusetts,22723,2015
12/1/2015,Michigan,76882,2015
12/1/2015,Minnesota,64181,2015
12/1/2015,Mississippi,44727,2015
12/1/2015,Missouri,89366,2015
12/1/2015,Montana,16667,2015
12/1/2015,Nebraska,14768,2015
12/1/2015,Nevada,18649,2015
12/1/2015,New Hampshire,20626,2015
12/1/2015,New Jersey,11018,2015
12/1/2015,New Mexico,19335,2015
12/1/2015,New York,48515,2015
12/1/2015,North Carolina,76441,2015
12/1/2015,North Dakota,8304,2015
12/1/2015,Ohio,119897,2015
12/1/2015,Oklahoma,56119,2015
12/1/2015,Oregon,41065,2015
12/1/2015,Pennsylvania,153826,2015
12/1/2015,Puerto Rico,1335,2015
12/1/2015,Rhode Island,3363,2015
12/1/2015,South Carolina,48614,2015
12/1/2015,South Dakota,14660,2015
12/1/2015,Tennessee,100586,2015
12/1/2015,Texas,241791,2015
12/1/2015,Utah,31645,2015
12/1/2015,Vermont,4731,2015
12/1/2015,Virgin Islands,115,2015
12/1/2015,Virginia,72526,2015
12/1/2015,Washington,73158,2015
12/1/2015,West Virginia,36037,2015
12/1/2015,Wisconsin,52450,2015
12/1/2015,Wyoming,8870,2015
11/1/2015,Alabama,71137,2015
11/1/2015,Alaska,7095,2015
11/1/2015,Arizona,27087,2015
11/1/2015,Arkansas,25048,2015
11/1/2015,California,180116,2015
11/1/2015,Colorado,42271,2015
11/1/2015,Connecticut,26438,2015
11/1/2015,Delaware,5040,2015
11/1/2015,District of Columbia,64,2015
11/1/2015,Florida,103532,2015
11/1/2015,Georgia,50795,2015
11/1/2015,Guam,171,2015
11/1/2015,Hawaii,1252,2015
11/1/2015,Idaho,11925,2015
11/1/2015,Illinois,129861,2015
11/1/2015,Indiana,130333,2015
11/1/2015,Iowa,13794,2015
11/1/2015,Kansas,18433,2015
11/1/2015,Kentucky,295891,2015
11/1/2015,Louisiana,37752,2015
11/1/2015,Maine,9297,2015
11/1/2015,Mariana Islands,0,2015
11/1/2015,Maryland,13463,2015
11/1/2015,Massachusetts,15885,2015
11/1/2015,Michigan,50278,2015
11/1/2015,Minnesota,44023,2015
11/1/2015,Mississippi,27504,2015
11/1/2015,Missouri,55031,2015
11/1/2015,Montana,10415,2015
11/1/2015,Nebraska,8299,2015
11/1/2015,Nevada,10632,2015
11/1/2015,New Hampshire,12850,2015
11/1/2015,New Jersey,8313,2015
11/1/2015,New Mexico,12721,2015
11/1/2015,New York,36421,2015
11/1/2015,North Carolina,49217,2015
11/1/2015,North Dakota,6288,2015
11/1/2015,Ohio,81616,2015
11/1/2015,Oklahoma,35457,2015
11/1/2015,Oregon,25453,2015
11/1/2015,Pennsylvania,103836,2015
11/1/2015,Puerto Rico,1242,2015
11/1/2015,Rhode Island,2101,2015
11/1/2015,South Carolina,32064,2015
11/1/2015,South Dakota,9727,2015
11/1/2015,Tennessee,63670,2015
11/1/2015,Texas,146982,2015
11/1/2015,Utah,21772,2015
11/1/2015,Vermont,3136,2015
11/1/2015,Virgin Islands,109,2015
11/1/2015,Virginia,48010,2015
11/1/2015,Washington,43989,2015
11/1/2015,West Virginia,25063,2015
11/1/2015,Wisconsin,38541,2015
11/1/2015,Wyoming,5017,2015
10/1/2015,Alabama,61156,2015
10/1/2015,Alaska,9941,2015
10/1/2015,Arizona,26501,2015
10/1/2015,Arkansas,23409,2015
10/1/2015,California,163211,2015
10/1/2015,Colorado,37785,2015
10/1/2015,Connecticut,23918,2015
10/1/2015,Delaware,4052,2015
10/1/2015,District of Columbia,76,2015
10/1/2015,Florida,94518,2015
10/1/2015,Georgia,45420,2015
10/1/2015,Guam,213,2015
10/1/2015,Hawaii,1380,2015
10/1/2015,Idaho,11986,2015
10/1/2015,Illinois,95886,2015
10/1/2015,Indiana,100220,2015
10/1/2015,Iowa,10725,2015
10/1/2015,Kansas,14469,2015
10/1/2015,Kentucky,276162,2015
10/1/2015,Louisiana,33300,2015
10/1/2015,Maine,11245,2015
10/1/2015,Mariana Islands,1,2015
10/1/2015,Maryland,11832,2015
10/1/2015,Massachusetts,13947,2015
10/1/2015,Michigan,43822,2015
10/1/2015,Minnesota,50060,2015
10/1/2015,Mississippi,20862,2015
10/1/2015,Missouri,49890,2015
10/1/2015,Montana,12988,2015
10/1/2015,Nebraska,6880,2015
10/1/2015,Nevada,9456,2015
10/1/2015,New Hampshire,11664,2015
10/1/2015,New Jersey,7315,2015
10/1/2015,New Mexico,12381,2015
10/1/2015,New York,33282,2015
10/1/2015,North Carolina,46020,2015
10/1/2015,North Dakota,7547,2015
10/1/2015,Ohio,62456,2015
10/1/2015,Oklahoma,28582,2015
10/1/2015,Oregon,25405,2015
10/1/2015,Pennsylvania,82552,2015
10/1/2015,Puerto Rico,1288,2015
10/1/2015,Rhode Island,1944,2015
10/1/2015,South Carolina,26030,2015
10/1/2015,South Dakota,10920,2015
10/1/2015,Tennessee,51134,2015
